CODI_PROGRAMA;CODEX;CODASS;CREDITS;CURS;Q;APR;NOTA_PROF;NOTA_NUM_AVAL;NF;GR
752;226410;240041;6;2011;2;S;6.8;6.8;6.8;20
752;226410;240043;4.5;2011;2;S;7.6;7.6;7.6;22
752;226410;240044;3;2011;2;S;8.5;8.5;8.5;22
752;226410;240141;6;2011;2;S;6.3;6.3;6.3;24
752;226410;240162;4.5;2012;2;S;5.2;5.2;5.2;10
752;226410;240132;4.5;2011;1;S;6.3;6.3;6.3;11
752;226410;240061;6;2012;2;S;5.2;5.2;5.2;12
752;226410;240180;12;2013;2;S;7.5;7.5;7.5;10
752;226410;240A001;3;2013;2;S;;;;
752;226410;240133;6;2011;1;S;6;6;6;10
752;226410;240051;6;2012;1;S;5.2;5.2;5.2;20
752;226410;240033;4.5;2011;1;S;7;7;7;10
752;226410;240402;3;2011;2;S;7.7;7.7;7.7;20
752;226410;240063;6;2012;2;S;5.7;5.7;5.7;11
752;226410;240042;6;2011;2;S;7;7;7;22
752;226410;240071;6;2013;1;S;7.4;7.4;7.4;20
752;226410;240055;3;2012;1;S;6.5;6.5;6.5;22
752;226410;240064;3;2012;2;S;9;9;9;22
752;226410;240054;4.5;2012;1;S;6.1;6.1;6.1;22
752;226410;240072;7.5;2013;1;S;5.3;5.3;5.3;22
752;226410;240073;4.5;2013;1;S;6.7;6.7;6.7;23
752;226410;240053;6;2012;1;S;5.8;5.8;5.8;22
752;226410;240131;6;2011;1;S;5.8;5.8;5.8;10
752;226410;240151;4.5;2012;1;S;5.5;5.5;5.5;20
752;226410;240031;6;2011;1;S;7.8;7.8;7.8;10
752;226410;240172;6;2013;1;S;7.6;7.6;7.6;22
752;226410;240161;6;2012;2;S;5.4;5.4;5.4;11
752;226410;240032;4.5;2011;1;S;7.7;7.7;7.7;10
752;226410;240171;6;2013;1;S;5.1;5.1;5.1;22
752;226410;240062;4.5;2012;2;S;6;6;6;11
752;226410;240052;6;2012;1;S;5.5;5.5;5.5;22
752;226431;240131;6;2011;2;S;6.4;6.4;6.4;40
752;226431;240161;6;2013;2;S;4.1;4.1;5;14
752;226431;240172;6;2014;2;N;1.2;1.2;1.2;32
752;226431;240053;6;2013;1;N;0.9;0.9;0.9;24
752;226431;240133;6;2011;2;N;0;0;0;10
752;226431;240053;6;2014;1;S;5.8;5.8;5.8;30
752;226431;240051;6;2013;2;S;4.4;4.4;5;10
752;226431;240044;3;2012;2;S;9;9;9;46
752;226431;240042;6;2012;2;S;5.6;5.6;5.6;32
752;226431;240052;6;2013;1;S;5.2;5.2;5.2;54
752;226431;240072;7.5;2015;1;S;5.5;5.5;5.5;51
752;226431;240071;6;2014;2;S;7.3;7.3;7.3;32
752;226431;240041;6;2012;2;S;7;7;7;40
752;226431;240171;6;2014;1;N;4.3;4.3;4.3;41
752;226431;240162;4.5;2014;1;S;6.8;6.8;6.8;10
752;226431;280A006;3;2015;2;S;;;;
752;226431;240063;6;2015;1;S;5.3;5.3;5.3;40
752;226431;240033;4.5;2012;1;S;6.4;6.4;6.4;33
752;226431;240061;6;2014;2;N;3.2;3.2;3.2;10
752;226431;240171;6;2014;2;S;5;5;5;32
752;226431;240180;12;2015;2;S;9.5;9.5;9.5;10
752;226431;240051;6;2013;1;N;3.9;3.9;3.9;50
752;226431;240055;3;2013;1;S;5.3;5.3;5.3;12
752;226431;240054;4.5;2013;1;S;5.9;5.9;5.9;42
752;226431;240053;6;2013;2;N;2.7;2.7;2.7;10
752;226431;240032;4.5;2012;1;S;5.1;5.1;5.1;11
752;226431;240073;4.5;2014;2;S;5.9;5.9;5.9;32
752;226431;240653;4.5;2015;2;N;0;0;0;10
752;226431;240132;4.5;2011;1;S;5.6;5.6;5.6;11
752;226431;240061;6;2014;1;N;3.1;3.1;3.1;13
752;226431;240172;6;2015;1;N;3.5;3.5;3.5;41
752;226431;240151;4.5;2013;1;S;5.7;5.7;5.7;44
752;226431;240072;7.5;2014;2;N;1.7;1.7;1.7;32
752;226431;240064;3;2013;2;S;9;9;9;45
752;226431;240172;6;2015;2;S;7.2;7.2;7.2;40
752;226431;240031;6;2012;1;S;5;5;5;50
752;226431;240162;4.5;2013;2;N;2.1;2.1;2.1;40
752;226431;240501;3;2013;1;S;9.5;9.5;9.5;10
752;226431;240063;6;2014;1;N;4.5;4.5;4.5;21
752;226431;240172;6;2014;1;N;1.2;1.2;1.2;41
752;226431;240043;4.5;2012;2;S;5;5;5;42
752;226431;240133;6;2012;1;S;6.2;6.2;6.2;30
752;226431;240141;6;2012;2;S;5;5;5;32
752;226431;240062;4.5;2013;2;S;5.1;5.1;5.1;52
752;226431;240061;6;2015;1;S;5.3;5.3;5.3;40
752;226455;240042;6;2011;2;S;6.7;6.7;6.7;11
752;226455;240062;4.5;2012;2;S;7.9;7.9;7.9;22
752;226455;240151;4.5;2012;1;S;5.8;5.8;5.8;20
752;226455;240033;4.5;2011;1;S;7;7;7;10
752;226455;240072;7.5;2013;1;S;7.1;7.1;7.1;13
752;226455;240063;6;2012;2;S;7.9;7.9;7.9;23
752;226455;240043;4.5;2011;2;S;8.2;8.2;8.2;13
752;226455;240161;6;2012;2;S;7.7;7.7;7.7;22
752;226455;240133;6;2011;1;S;5.3;5.3;5.3;10
752;226455;240053;6;2012;1;S;6.6;6.6;6.6;22
752;226455;240132;4.5;2011;1;S;8.2;8.2;8.2;11
752;226455;240171;6;2013;1;S;9.5;9.5;9.5;11
752;226455;240141;6;2011;2;S;6.1;6.1;6.1;12
752;226455;240064;3;2012;2;S;7.8;7.8;7.8;13
752;226455;240054;4.5;2012;1;S;7.8;7.8;7.8;22
752;226455;240180;12;2013;2;S;9.5;9.5;9.5;10
752;226455;240A001;3;2013;2;S;;;;
752;226455;240401;3;2011;2;S;8.2;8.2;8.2;10
752;226455;240172;6;2013;1;S;7.1;7.1;7.1;12
752;226455;240071;6;2013;1;S;7.3;7.3;7.3;10
752;226455;240162;4.5;2012;2;S;7.5;7.5;7.5;20
752;226455;240032;4.5;2011;1;S;7.7;7.7;7.7;10
752;226455;240051;6;2012;1;S;8.3;8.3;8.3;20
752;226455;240031;6;2011;1;S;7.7;7.7;7.7;10
752;226455;240041;6;2011;2;S;7.1;7.1;7.1;10
752;226455;240061;6;2012;2;S;6.1;6.1;6.1;24
752;226455;240073;4.5;2013;1;S;8.2;8.2;8.2;11
752;226455;240131;6;2011;1;S;7.1;7.1;7.1;10
752;226455;240044;3;2011;2;S;9;9;9;24
752;226455;240055;3;2012;1;S;7.5;7.5;7.5;22
752;226455;240052;6;2012;1;S;8.7;8.7;8.7;22
752;226464;240503;3;2012;1;S;9;9;9;11
752;226464;240161;6;2013;1;S;5.9;5.9;5.9;23
752;226464;240617;4.5;2014;1;S;8.2;8.2;8.2;10
752;226464;240151;4.5;2012;2;S;6;6;6;32
752;226464;240053;6;2012;2;S;5.5;5.5;5.5;32
752;226464;240055;3;2012;2;S;6.4;6.4;6.4;31
752;226464;240133;6;2011;2;S;4.3;4.3;5;10
752;226464;240041;6;2012;1;S;5.9;5.9;5.9;20
752;226464;240132;4.5;2011;2;S;8;8;8;12
752;226464;240032;4.5;2011;2;S;8;8;8;12
752;226464;240063;6;2013;1;S;7;7;7;21
752;226464;240052;6;2012;2;N;4.6;4.6;4.6;32
752;226464;240131;6;2011;1;N;4.5;4.5;4.5;40
752;226464;240172;6;2013;2;S;4.4;4.4;5;24
752;226464;240042;6;2012;1;S;6.4;6.4;6.4;21
752;226464;240061;6;2013;1;S;6.1;6.1;6.1;22
752;226464;240054;4.5;2012;2;S;6;6;6;32
752;226464;240073;4.5;2013;2;S;8.1;8.1;8.1;23
752;226464;240071;6;2013;2;S;7.5;7.5;7.5;20
752;226464;240072;7.5;2013;2;S;5;5;5;24
752;226464;240171;6;2013;2;S;7.2;7.2;7.2;24
752;226464;240629;4.5;2014;2;S;8.8;8.8;8.8;10
752;226464;240180;12;2014;2;S;9;9;9;10
752;226464;240131;6;2011;2;S;6.6;6.6;6.6;10
752;226464;240062;4.5;2013;1;S;7.8;7.8;7.8;21
752;226464;240644;4.5;2014;1;S;9;9;9;10
752;226464;240052;6;2013;1;S;6.9;6.9;6.9;40
752;226464;240043;4.5;2012;2;S;5.8;5.8;5.8;20
752;226464;240044;3;2012;1;S;8;8;8;21
752;226464;240651;4.5;2014;1;S;7.1;7.1;7.1;10
752;226464;240033;4.5;2011;2;S;5.5;5.5;5.5;10
752;226464;240031;6;2011;2;S;5.8;5.8;5.8;10
752;226464;240064;3;2013;1;S;8.2;8.2;8.2;21
752;226464;240162;4.5;2013;1;S;6.4;6.4;6.4;20
752;226464;240051;6;2012;2;S;5;5;5;30
752;226464;240141;6;2012;1;S;6.9;6.9;6.9;22
752;226464;240043;4.5;2012;1;N;4;4;4;21
752;226467;240064;3;2014;1;S;8.5;8.5;8.5;11
752;226467;240133;6;2012;2;N;4.2;4.2;4.2;20
752;226467;240132;4.5;2013;2;S;8.6;8.6;8.6;23
752;226467;240133;6;2014;1;S;5.2;5.2;5.2;30
752;226467;240131;6;2012;2;S;5;5;5;20
752;226467;240042;6;2013;1;S;6.3;6.3;6.3;21
752;226467;240032;4.5;2012;2;S;7;7;7;31
752;226467;240032;4.5;2012;1;N;0;0;0;33
752;226467;240063;6;2014;2;S;5.2;5.2;5.2;42
752;226467;240044;3;2013;1;S;7;7;7;23
752;226467;240052;6;2013;2;S;6.3;6.3;6.3;24
752;226467;240071;6;2014;2;S;6.2;6.2;6.2;11
752;226467;240041;6;2013;1;S;6.6;6.6;6.6;20
752;226467;240031;6;2012;1;N;2.7;2.7;2.7;30
752;226467;240043;4.5;2013;2;S;7.1;7.1;7.1;13
752;226467;240640;4.5;2015;1;S;8.2;8.2;8.2;10
752;226467;240172;6;2014;2;S;5.8;5.8;5.8;31
752;226467;240161;6;2014;2;S;7.1;7.1;7.1;11
752;226467;240054;4.5;2014;1;N;4.1;4.1;4.1;52
752;226467;240062;4.5;2014;1;S;5.4;5.4;5.4;12
752;226467;240051;6;2013;2;S;4.3;4.3;5;10
752;226467;240054;4.5;2015;1;S;6.1;6.1;6.1;50
752;226467;240033;4.5;2013;1;S;6;6;6;20
752;226467;240055;3;2013;2;S;6.6;6.6;6.6;11
752;226467;240151;4.5;2013;2;S;6.1;6.1;6.1;10
752;226467;240133;6;2012;1;N;3.4;3.4;3.4;30
752;226467;240171;6;2014;2;S;7.3;7.3;7.3;11
752;226467;240504;3;2013;1;S;9;9;9;10
752;226467;240053;6;2014;1;S;5;5;5;52
752;226467;240141;6;2013;1;S;6.1;6.1;6.1;23
752;226467;240132;4.5;2012;1;N;1;1;1;33
752;226467;240131;6;2012;1;N;4.1;4.1;4.1;30
752;226467;240072;7.5;2014;2;S;5.6;5.6;5.6;11
752;226467;240180;12;2015;1;S;8;8;8;10
752;226467;240031;6;2012;2;S;4.2;4.2;5;20
752;226467;240162;4.5;2014;1;S;5.1;5.1;5.1;10
752;226467;240073;4.5;2015;1;S;5.8;5.8;5.8;51
752;226467;240061;6;2014;1;S;5.7;5.7;5.7;34
752;226467;240033;4.5;2012;1;N;4.7;4.7;4.7;51
752;226467;240132;4.5;2012;2;N;4.3;4.3;4.3;21
752;226472;240133;6;2011;1;S;6.2;6.2;6.2;10
752;226472;240072;7.5;2013;1;S;7;7;7;33
752;226472;240061;6;2012;2;S;6.3;6.3;6.3;34
752;226472;240073;4.5;2013;1;S;9.2;9.2;9.2;34
752;226472;240044;3;2011;2;S;7.2;7.2;7.2;22
752;226472;240055;3;2012;1;S;7.4;7.4;7.4;32
752;226472;240032;4.5;2011;1;S;6.3;6.3;6.3;10
752;226472;240161;6;2012;2;S;7.2;7.2;7.2;33
752;226472;240042;6;2011;2;S;6.7;6.7;6.7;11
752;226472;240131;6;2011;1;S;7.8;7.8;7.8;10
752;226472;240402;3;2011;2;S;8.5;8.5;8.5;10
752;226472;240063;6;2012;2;S;8;8;8;33
752;226472;240043;4.5;2011;2;S;8.1;8.1;8.1;13
752;226472;240162;4.5;2012;2;S;6.4;6.4;6.4;30
752;226472;240A001;3;2013;2;S;;;;
752;226472;240054;4.5;2012;1;S;8;8;8;31
752;226472;240132;4.5;2011;1;S;6;6;6;11
752;226472;240141;6;2011;2;S;6.5;6.5;6.5;14
752;226472;240062;4.5;2012;2;S;6.5;6.5;6.5;31
752;226472;240053;6;2012;1;S;5.4;5.4;5.4;31
752;226472;240033;4.5;2011;1;S;6.2;6.2;6.2;10
752;226472;240031;6;2011;1;S;7.9;7.9;7.9;10
752;226472;240171;6;2013;1;S;10;10;10;24
752;226472;240172;6;2013;1;S;8.2;8.2;8.2;22
752;226472;240071;6;2013;1;S;8.2;8.2;8.2;32
752;226472;240051;6;2012;1;S;7.6;7.6;7.6;30
752;226472;240180;12;2013;2;S;8;8;8;10
752;226472;240052;6;2012;1;S;7.4;7.4;7.4;32
752;226472;240151;4.5;2012;1;S;7.3;7.3;7.3;30
752;226472;240041;6;2011;2;S;7.4;7.4;7.4;10
752;226472;240064;3;2012;2;S;8;8;8;21
752;226494;240061;6;2013;1;S;5.8;5.8;5.8;23
752;226494;240171;6;2013;2;S;7;7;7;44
752;226494;240141;6;2012;1;S;7.7;7.7;7.7;13
752;226494;240407;3;2011;2;S;7;7;7;10
752;226494;240162;4.5;2013;1;N;3.1;3.1;3.1;20
752;226494;240133;6;2011;1;N;4.1;4.1;4.1;40
752;226494;240055;3;2012;2;S;5;5;5;21
752;226494;240180;12;2014;1;S;9.5;9.5;9.5;10
752;226494;240042;6;2012;1;S;5.6;5.6;5.6;11
752;226494;240062;4.5;2013;1;S;4.6;4.6;5;22
752;226494;240064;3;2013;1;S;9;9;9;32
752;226494;240072;7.5;2013;2;S;5.3;5.3;5.3;14
752;226494;240033;4.5;2011;1;S;6.5;6.5;6.5;20
752;226494;240133;6;2011;2;S;7.4;7.4;7.4;40
752;226494;240044;3;2012;1;S;9;9;9;22
752;226494;240054;4.5;2012;2;S;6.2;6.2;6.2;23
752;226494;240071;6;2013;2;S;6.3;6.3;6.3;30
752;226494;240172;6;2013;2;S;4.5;4.5;5;23
752;226494;240031;6;2011;2;S;7;7;7;40
752;226494;240041;6;2012;1;S;5.4;5.4;5.4;10
752;226494;240161;6;2013;1;S;5.7;5.7;5.7;23
752;226494;240032;4.5;2011;2;S;6.3;6.3;6.3;42
752;226494;240131;6;2011;2;S;6.5;6.5;6.5;40
752;226494;240132;4.5;2011;2;S;5.3;5.3;5.3;42
752;226494;240052;6;2012;2;S;6.2;6.2;6.2;23
752;226494;240051;6;2012;2;S;6.5;6.5;6.5;20
752;226494;240073;4.5;2013;2;S;5.3;5.3;5.3;12
752;226494;240043;4.5;2012;1;S;5.4;5.4;5.4;12
752;226494;240151;4.5;2012;2;S;7;7;7;23
752;226494;240063;6;2013;1;S;5;5;5;23
752;226494;240051;6;2012;1;N;4.1;4.1;4.1;10
752;226494;240053;6;2012;2;S;6.6;6.6;6.6;23
752;226494;240162;4.5;2013;2;S;4.9;4.9;5;20
752;226495;240131;6;2012;1;S;5.7;5.7;5.7;40
752;226495;240051;6;2013;1;N;4;4;4;50
752;226495;240041;6;2012;1;S;5.3;5.3;5.3;20
752;226495;240064;3;2013;1;S;9.5;9.5;9.5;31
752;226495;240171;6;2014;1;S;6.4;6.4;6.4;43
752;226495;240073;4.5;2014;1;S;7;7;7;53
752;226495;240054;4.5;2012;2;S;5;5;5;23
752;226495;240031;6;2011;1;S;6.8;6.8;6.8;30
752;226495;240053;6;2012;2;S;5;5;5;22
752;226495;240061;6;2013;2;N;2.8;2.8;2.8;52
752;226495;240043;4.5;2012;1;S;7;7;7;23
752;226495;240051;6;2014;1;S;5.6;5.6;5.6;20
752;226495;240131;6;2011;2;N;4.5;4.5;4.5;10
752;226495;240032;4.5;2011;2;S;5.6;5.6;5.6;12
752;226495;240051;6;2012;2;N;3.3;3.3;3.3;20
752;226495;240162;4.5;2013;2;S;4.5;4.5;5;30
752;226495;240042;6;2012;1;S;6.5;6.5;6.5;22
752;226495;240161;6;2013;1;N;4.1;4.1;4.1;22
752;226495;240133;6;2011;2;S;5.6;5.6;5.6;10
752;226495;240162;4.5;2013;1;N;3.1;3.1;3.1;20
752;226495;240071;6;2013;2;S;6.4;6.4;6.4;30
752;226495;240161;6;2013;2;S;5.8;5.8;5.8;52
752;226495;240133;6;2011;1;N;3.5;3.5;3.5;40
752;226495;240072;7.5;2013;1;S;4.7;4.7;5;41
752;226495;240151;4.5;2012;2;S;5;5;5;12
752;226495;240180;12;2014;2;S;9;9;9;10
752;226495;240141;6;2012;1;S;5;5;5;23
752;226495;240402;3;2012;1;S;7.1;7.1;7.1;10
752;226495;240061;6;2014;1;N;3.7;3.7;3.7;30
752;226495;240063;6;2013;1;S;5;5;5;23
752;226495;240062;4.5;2014;1;S;5.5;5.5;5.5;32
752;226495;240052;6;2012;2;N;3.8;3.8;3.8;23
752;226495;240062;4.5;2013;2;N;2.6;2.6;2.6;52
752;226495;240172;6;2013;2;S;4.7;4.7;5;43
752;226495;240061;6;2014;2;S;5;5;5;40
752;226495;240044;3;2012;1;S;6.2;6.2;6.2;24
752;226495;240042;6;2011;2;N;4.3;4.3;4.3;21
752;226495;240033;4.5;2011;2;S;5.8;5.8;5.8;10
752;226495;240132;4.5;2011;2;S;5.7;5.7;5.7;11
752;226495;240052;6;2013;1;S;6.2;6.2;6.2;10
752;226495;240055;3;2012;2;S;5;5;5;22
752;226499;240151;4.5;2012;1;N;3.4;3.4;3.4;20
752;226499;240064;3;2012;2;S;8;8;8;33
752;226499;240072;7.5;2013;1;S;5.5;5.5;5.5;44
752;226499;240171;6;2013;1;S;7.4;7.4;7.4;43
752;226499;240180;12;2013;2;S;8.5;8.5;8.5;10
752;226499;240042;6;2011;2;S;6.7;6.7;6.7;42
752;226499;240161;6;2012;2;S;5.2;5.2;5.2;41
752;226499;240141;6;2011;2;S;6.9;6.9;6.9;42
752;226499;240044;3;2011;2;S;7.5;7.5;7.5;41
752;226499;240073;4.5;2013;1;S;5.4;5.4;5.4;43
752;226499;240062;4.5;2012;2;S;5.4;5.4;5.4;41
752;226499;240151;4.5;2012;2;S;6.1;6.1;6.1;13
752;226499;240053;6;2012;1;S;5.1;5.1;5.1;23
752;226499;240032;4.5;2011;1;S;8.2;8.2;8.2;20
752;226499;240405;3;2011;2;S;9.5;9.5;9.5;10
752;226499;240031;6;2011;1;S;6.4;6.4;6.4;20
752;226499;240063;6;2012;2;S;6.2;6.2;6.2;41
752;226499;240043;4.5;2011;2;S;6.8;6.8;6.8;42
752;226499;240052;6;2012;1;S;6.3;6.3;6.3;23
752;226499;240133;6;2011;1;S;4;4;5;20
752;226499;240054;4.5;2012;1;S;6.1;6.1;6.1;23
752;226499;240033;4.5;2011;1;S;6.7;6.7;6.7;20
752;226499;240172;6;2013;1;S;5.6;5.6;5.6;42
752;226499;240061;6;2012;2;S;5.7;5.7;5.7;42
752;226499;240132;4.5;2011;1;S;7;7;7;21
752;226499;240162;4.5;2012;2;S;5;5;5;40
752;226499;240131;6;2011;1;S;5.6;5.6;5.6;20
752;226499;240051;6;2012;1;S;6.5;6.5;6.5;20
752;226499;240041;6;2011;2;S;5.7;5.7;5.7;40
752;226499;240071;6;2013;1;S;7;7;7;40
752;226499;240055;3;2012;1;S;5.2;5.2;5.2;22
752;226515;240171;6;2013;1;S;9.7;9.7;9.7;22
752;226515;240043;4.5;2011;2;S;7.5;7.5;7.5;22
752;226515;240051;6;2012;1;S;8.3;8.3;8.3;10
752;226515;240064;3;2012;2;S;9.2;9.2;9.2;12
752;226515;240041;6;2011;2;S;6.9;6.9;6.9;20
752;226515;240063;6;2012;2;S;8.3;8.3;8.3;21
752;226515;240042;6;2011;2;S;5.8;5.8;5.8;22
752;226515;240052;6;2012;1;S;8.6;8.6;8.6;11
752;226515;240054;4.5;2012;1;S;7.4;7.4;7.4;12
752;226515;240A001;3;2013;2;S;;;;
752;226515;240073;4.5;2013;1;S;7.8;7.8;7.8;12
752;226515;240055;3;2012;1;S;6.1;6.1;6.1;11
752;226515;240151;4.5;2012;1;S;5.6;5.6;5.6;10
752;226515;240032;4.5;2011;1;S;6.5;6.5;6.5;30
752;226515;240053;6;2012;1;S;7.6;7.6;7.6;13
752;226515;240033;4.5;2011;1;S;6.1;6.1;6.1;30
752;226515;240061;6;2012;2;S;6.8;6.8;6.8;23
752;226515;240044;3;2011;2;S;8;8;8;22
752;226515;240131;6;2011;1;S;5.8;5.8;5.8;30
752;226515;240133;6;2011;1;S;6.2;6.2;6.2;30
752;226515;240132;4.5;2011;1;S;6.1;6.1;6.1;31
752;226515;240031;6;2011;1;S;6.3;6.3;6.3;30
752;226515;240071;6;2013;1;S;7.3;7.3;7.3;31
752;226515;240062;4.5;2012;2;S;6.8;6.8;6.8;21
752;226515;240180;12;2013;2;S;8.5;8.5;8.5;10
752;226515;240162;4.5;2012;2;S;5.6;5.6;5.6;20
752;226515;240404;3;2011;2;S;6.6;6.6;6.6;10
752;226515;240072;7.5;2013;1;S;6.2;6.2;6.2;22
752;226515;240172;6;2013;1;S;7.7;7.7;7.7;24
752;226515;240141;6;2011;2;S;6.6;6.6;6.6;22
752;226515;240161;6;2012;2;S;7;7;7;24
752;226543;240042;6;2012;1;S;7;7;7;21
752;226543;240141;6;2012;1;S;6.6;6.6;6.6;21
752;226543;240031;6;2011;2;S;5.3;5.3;5.3;40
752;226543;240062;4.5;2013;1;S;7.7;7.7;7.7;11
752;226543;240063;6;2013;1;S;6;6;6;11
752;226543;240071;6;2013;2;S;6.7;6.7;6.7;10
752;226543;240043;4.5;2012;1;S;5.6;5.6;5.6;21
752;226543;240133;6;2012;1;S;5.1;5.1;5.1;40
752;226543;240033;4.5;2011;2;S;5.7;5.7;5.7;40
752;226543;240132;4.5;2011;2;S;9;9;9;41
752;226543;240053;6;2012;2;S;5.5;5.5;5.5;13
752;226543;240171;6;2013;2;S;7.7;7.7;7.7;13
752;226543;240052;6;2012;2;S;6.3;6.3;6.3;13
752;226543;240172;6;2013;2;S;5.5;5.5;5.5;13
752;226543;240406;3;2012;1;S;9;9;9;10
752;226543;240061;6;2013;1;S;6.8;6.8;6.8;11
752;226543;240161;6;2013;1;S;5;5;5;11
752;226543;240162;4.5;2013;1;S;6.6;6.6;6.6;10
752;226543;240073;4.5;2013;2;S;6.6;6.6;6.6;13
752;226543;240180;12;2014;1;S;9.5;9.5;9.5;10
752;226543;240051;6;2012;2;S;5;5;5;10
752;226543;240064;3;2013;1;S;9;9;9;35
752;226543;240072;7.5;2013;2;S;6.2;6.2;6.2;13
752;226543;240133;6;2011;2;N;3.8;3.8;3.8;40
752;226543;240044;3;2012;1;S;9;9;9;22
752;226543;240131;6;2011;2;S;6.8;6.8;6.8;40
752;226543;240054;4.5;2012;2;S;5.2;5.2;5.2;13
752;226543;240055;3;2012;2;S;6.1;6.1;6.1;11
752;226543;240032;4.5;2011;2;S;7.4;7.4;7.4;41
752;226543;240041;6;2012;1;S;6.5;6.5;6.5;20
752;226543;240151;4.5;2012;2;S;7.3;7.3;7.3;13
752;226635;240131;6;2011;1;S;6.4;6.4;6.4;30
752;226635;240502;3;2012;1;S;8.2;8.2;8.2;10
752;226635;240033;4.5;2011;1;S;7.6;7.6;7.6;20
752;226635;240031;6;2011;1;S;7.3;7.3;7.3;20
752;226635;240044;3;2011;2;S;9;9;9;22
752;226635;240042;6;2011;2;S;6.3;6.3;6.3;32
752;226635;240133;6;2011;1;S;5;5;5;30
752;226635;240180;12;2013;2;S;9;9;9;10
752;226635;240626;3;2013;2;S;9.5;9.5;9.5;10
752;226635;240051;6;2012;1;S;7.2;7.2;7.2;30
752;226635;240132;4.5;2011;1;S;7;7;7;42
752;226635;240043;4.5;2011;2;S;7.7;7.7;7.7;33
752;226635;240053;6;2012;1;S;5;5;5;33
752;226635;240634;4.5;2013;2;S;8.3;8.3;8.3;10
752;226635;240061;6;2012;2;S;5;5;5;32
752;226635;240062;4.5;2012;2;S;6.2;6.2;6.2;32
752;226635;240161;6;2012;2;S;5.8;5.8;5.8;31
752;226635;240151;4.5;2012;1;S;6.4;6.4;6.4;30
752;226635;240141;6;2011;2;S;6.4;6.4;6.4;34
752;226635;240162;4.5;2012;2;S;7;7;7;30
752;226635;240055;3;2012;1;S;6.3;6.3;6.3;31
752;226635;240041;6;2011;2;S;9;9;9;30
752;226635;240064;3;2012;2;S;9;9;9;43
752;226635;240063;6;2012;2;S;7.1;7.1;7.1;32
752;226635;240071;6;2013;1;S;7.5;7.5;7.5;20
752;226635;240032;4.5;2011;1;S;6.8;6.8;6.8;20
752;226635;240054;4.5;2012;1;S;6.3;6.3;6.3;33
752;226635;240404;3;2011;2;S;9;9;9;10
752;226635;240072;7.5;2013;1;S;7;7;7;23
752;226635;240172;6;2013;1;S;6.5;6.5;6.5;21
752;226635;240632;4.5;2013;2;S;8.1;8.1;8.1;10
752;226635;240171;6;2013;1;S;8;8;8;22
752;226635;240073;4.5;2013;1;S;8.2;8.2;8.2;23
752;226635;240052;6;2012;1;S;8.2;8.2;8.2;34
752;226648;240042;6;2012;1;S;5.5;5.5;5.5;22
752;226648;240044;3;2012;1;S;7.6;7.6;7.6;21
752;226648;240133;6;2011;2;S;5.5;5.5;5.5;40
752;226648;240141;6;2012;2;S;6;6;6;32
752;226648;240151;4.5;2013;2;S;4.4;4.4;5;12
752;226648;240054;4.5;2013;2;S;5;5;5;10
752;226648;240161;6;2013;2;S;6.8;6.8;6.8;52
752;226648;240033;4.5;2012;1;N;0;0;0;51
752;226648;240063;6;2013;2;S;5.6;5.6;5.6;51
752;226648;240133;6;2011;1;N;0;0;0;10
752;226648;240172;6;2014;2;S;5.9;5.9;5.9;23
752;226648;240032;4.5;2012;1;S;5.2;5.2;5.2;41
752;226648;240141;6;2012;1;N;4.1;4.1;4.1;13
752;226648;240061;6;2014;1;S;5;5;5;30
752;226648;240031;6;2011;1;S;5.3;5.3;5.3;10
752;226648;240071;6;2014;1;S;6.9;6.9;6.9;42
752;226648;240407;3;2012;2;S;5.5;5.5;5.5;10
752;226648;240041;6;2012;2;S;5.9;5.9;5.9;10
752;226648;240052;6;2012;2;S;6;6;6;14
752;226648;240033;4.5;2012;2;S;4.8;4.8;5;14
752;226648;240151;4.5;2013;1;N;2.1;2.1;2.1;43
752;226648;240180;12;2014;2;S;9;9;9;10
752;226648;240073;4.5;2014;2;S;6.5;6.5;6.5;12
752;226648;240053;6;2013;1;S;5.3;5.3;5.3;42
752;226648;240064;3;2013;2;S;8.8;8.8;8.8;31
752;226648;240131;6;2011;1;S;5;5;5;10
752;226648;240032;4.5;2011;2;N;0;0;0;41
752;226648;240132;4.5;2011;2;S;4.4;4.4;5;41
752;226648;240162;4.5;2014;1;S;6.5;6.5;6.5;30
752;226648;240055;3;2012;2;S;5.6;5.6;5.6;31
752;226648;240171;6;2014;2;S;6;6;6;33
752;226648;240062;4.5;2013;1;S;7.3;7.3;7.3;12
752;226648;240051;6;2013;1;S;5.1;5.1;5.1;50
752;226648;240054;4.5;2013;1;N;4.2;4.2;4.2;52
752;226648;240162;4.5;2013;2;N;4.7;4.7;4.7;40
752;226648;240061;6;2013;2;N;2.9;2.9;2.9;43
752;226648;240043;4.5;2012;1;S;5;5;5;23
752;226648;240072;7.5;2014;1;S;5.3;5.3;5.3;14
752;226673;240132;4.5;2010;2;S;7;7;7;
752;226673;240044;3;2012;1;S;9;9;9;31
752;226673;240133;6;2011;2;S;7.1;7.1;7.1;40
752;226673;240041;6;2011;2;S;7;7;7;10
752;226673;240054;4.5;2012;2;S;6.3;6.3;6.3;11
752;226673;240042;6;2013;2;S;5.8;5.8;5.8;
752;226673;240072;7.5;2013;2;S;5;5;5;43
752;226673;240161;6;2013;1;S;7.8;7.8;7.8;
