CODI_PROGRAMA;CODEX;CODASS;CREDITS;CURS;Q;APR;NOTA_PROF;NOTA_NUM_AVAL;NF;GR
752;260950;240042;6;2013;2;S;6.3;6.3;6.3;21
752;260950;240073;4.5;2015;1;S;6.4;6.4;6.4;32
752;260950;240172;6;2015;1;S;8;8;8;32
752;260950;240161;6;2014;2;S;8.2;8.2;8.2;11
752;260950;240171;6;2015;1;S;6.2;6.2;6.2;11
752;260950;240033;4.5;2013;1;S;5.2;5.2;5.2;12
752;260950;240064;3;2014;2;S;9.3;9.3;9.3;22
752;260950;240061;6;2014;2;S;6;6;6;42
752;260950;240133;6;2013;1;S;5;5;5;10
752;260950;240132;4.5;2013;1;S;5.7;5.7;5.7;12
752;260950;240062;4.5;2014;2;S;7.5;7.5;7.5;22
752;260950;240053;6;2014;1;S;5.6;5.6;5.6;34
752;260950;240031;6;2013;1;S;6;6;6;10
752;260950;240055;3;2014;1;S;6.4;6.4;6.4;32
752;260950;240051;6;2014;1;S;8.1;8.1;8.1;30
752;260950;240032;4.5;2013;1;S;6.7;6.7;6.7;12
752;260950;240054;4.5;2014;1;S;6.2;6.2;6.2;22
752;260950;240052;6;2014;1;S;6.6;6.6;6.6;33
752;260950;240044;3;2013;2;S;6.5;6.5;6.5;34
752;260971;240054;4.5;2014;2;S;6.8;6.8;6.8;24
752;260971;240052;6;2014;2;S;6.2;6.2;6.2;32
752;260971;240151;4.5;2014;2;S;7.2;7.2;7.2;43
752;260971;240607;4.5;2015;2;S;7.6;7.6;7.6;10
752;260971;240131;6;2013;2;S;5.7;5.7;5.7;20
752;260971;240064;3;2015;1;S;9.2;9.2;9.2;31
752;260971;240073;4.5;2015;2;S;6.3;6.3;6.3;22
752;260971;240053;6;2014;1;S;6.2;6.2;6.2;31
752;260971;240608;4.5;2015;2;S;7.8;7.8;7.8;10
752;260971;240043;4.5;2014;1;S;6.3;6.3;6.3;11
752;260971;240161;6;2015;1;S;6.8;6.8;6.8;21
752;260971;240172;6;2015;1;S;7;7;7;33
752;260971;240051;6;2014;2;S;7.2;7.2;7.2;20
752;260971;240071;6;2015;2;S;5.7;5.7;5.7;31
752;260971;240132;4.5;2013;1;N;3.5;3.5;3.5;23
752;260971;240033;4.5;2013;2;N;4.1;4.1;4.1;23
752;260971;240132;4.5;2013;2;S;8.5;8.5;8.5;23
752;260971;240503;3;2014;1;S;7.5;7.5;7.5;10
752;260971;240031;6;2013;2;S;7.4;7.4;7.4;30
752;260971;240042;6;2013;2;S;4.3;4.3;5;12
752;260971;240033;4.5;2014;1;N;4;4.1;4.1;30
752;260971;240072;7.5;2015;2;S;5.1;5.1;5.1;14
752;260971;240061;6;2015;1;S;5.6;5.6;5.6;31
752;260971;240133;6;2013;1;S;4.3;4.3;5;40
752;260971;240180;12;2016;1;S;9;9;9;10
752;260971;240041;6;2013;2;S;5;5;5;10
752;260971;240141;6;2014;1;S;6;6;6;31
752;260971;240032;4.5;2013;2;S;5.7;5.7;5.7;21
752;260971;240044;3;2014;1;S;7.5;7.5;7.5;34
752;260971;240055;3;2014;1;S;6.3;6.3;6.3;41
752;260971;240162;4.5;2014;2;S;6.7;6.7;6.7;30
752;260971;240062;4.5;2014;2;S;5.5;5.5;5.5;52
752;260971;240171;6;2015;2;S;6.9;6.9;6.9;32
752;260971;240033;4.5;2015;1;S;6.4;6.4;6.4;21
752;260971;240063;6;2015;1;S;5.2;5.2;5.2;31
752;260988;240162;4.5;2015;1;S;6.8;6.8;6.8;10
752;260988;240064;3;2015;2;S;8.3;8.3;8.3;31
752;260988;240172;6;2016;1;S;4.8;4.8;5;24
752;260988;240161;6;2015;1;S;5.2;5.2;5.2;14
752;260988;240072;7.5;2015;2;S;6;6;6;22
752;260988;240141;6;2014;1;S;5;5;5;31
752;260988;240052;6;2015;1;S;6.4;6.4;6.4;23
752;260988;240180;12;2016;2;S;7;7;7;10
752;260988;240171;6;2016;1;S;5;5;5;12
752;260988;240610;4.5;2016;2;S;9.5;9.5;9.5;10
752;260988;240051;6;2014;2;S;5;5;5;40
752;260988;240043;4.5;2014;2;S;6.2;6.2;6.2;13
752;260988;240071;6;2015;2;S;6.1;6.1;6.1;11
752;260988;240063;6;2015;2;S;6.6;6.6;6.6;14
752;260988;240041;6;2014;1;S;8;8;8;20
752;260988;240629;4.5;2016;2;S;9.4;9.4;9.4;10
752;260988;240044;3;2014;2;S;9;9;9;35
752;260988;240031;6;2014;1;S;5.1;5.1;5.1;10
752;260988;240133;6;2015;2;S;6.6;6.6;6.6;20
752;260988;240151;4.5;2015;1;S;6.7;6.7;6.7;41
752;260988;240061;6;2015;1;S;5;5;5;13
752;260988;240054;4.5;2014;2;S;5.6;5.6;5.6;14
752;260988;240042;6;2014;1;S;5.5;5.5;5.5;41
752;260988;240033;4.5;2013;2;S;4.7;4.7;5;13
752;260988;240031;6;2013;2;N;3.2;3.2;3.2;10
752;260988;240133;6;2013;2;N;2.5;2.5;2.5;10
752;260988;240062;4.5;2015;1;S;5.9;5.9;5.9;21
752;260988;240640;4.5;2016;1;S;8.1;8.1;8.1;10
752;260988;240132;4.5;2013;2;S;9.3;9.3;9.3;11
752;260988;240032;4.5;2013;2;S;5.1;5.1;5.1;11
752;260988;240131;6;2013;2;S;6.4;6.4;6.4;10
752;260988;240053;6;2014;2;S;5.5;5.5;5.5;14
752;260988;240605;4.5;2016;2;S;7;7;7;10
752;260988;240407;3;2014;2;S;7.4;7.4;7.4;10
752;260988;240055;3;2014;2;S;7;7;7;31
752;260988;240073;4.5;2016;1;S;5.9;5.9;5.9;23
752;260988;240133;6;2014;1;N;4.1;4.1;4.1;10
752;261004;240052;6;2014;2;S;5.4;5.4;5.4;14
752;261004;240151;4.5;2014;1;S;7;7;7;24
752;261004;240072;7.5;2015;2;S;5.4;5.4;5.4;42
752;261004;240132;4.5;2013;1;S;5.1;5.1;5.1;33
752;261004;240043;4.5;2014;1;S;7.4;7.4;7.4;21
752;261004;240133;6;2013;2;S;5;5;5;20
752;261004;240161;6;2015;1;N;3.8;3.8;3.8;11
752;261004;240071;6;2015;2;S;6.8;6.8;6.8;32
752;261004;240041;6;2013;2;S;6.5;6.5;6.5;30
752;261004;240073;4.5;2015;1;S;5.4;5.4;5.4;52
752;261004;240064;3;2014;2;S;8.7;8.7;8.7;21
752;261004;240054;4.5;2014;2;N;1.7;1.7;1.7;12
752;261004;240055;3;2014;2;S;7;7;7;11
752;261004;240062;4.5;2014;2;S;5.3;5.3;5.3;22
752;261004;240042;6;2014;1;S;5.4;5.4;5.4;21
752;261004;240172;6;2015;2;S;7;7;7;23
752;261004;240171;6;2015;1;S;5.8;5.8;5.8;13
752;261004;240502;3;2014;1;S;7.5;7.5;7.5;10
752;261004;240044;3;2014;1;S;7.7;7.7;7.7;33
752;261004;240054;4.5;2015;1;S;6.1;6.1;6.1;10
752;261004;240033;4.5;2013;2;S;5.2;5.2;5.2;23
752;261004;240053;6;2015;1;S;5;5;5;12
752;261004;240131;6;2013;2;S;6.7;6.7;6.7;20
752;261004;240061;6;2015;1;S;5.1;5.1;5.1;14
752;261004;240053;6;2014;2;N;3.3;3.3;3.3;11
752;261004;240180;12;2015;2;S;5;5;5;10
752;261004;240032;4.5;2013;2;S;7.4;7.4;7.4;22
752;261004;240063;6;2015;1;S;5.2;5.2;5.2;13
752;261004;240162;4.5;2014;2;S;5.6;5.6;5.6;30
752;261004;240161;6;2015;2;S;5;5;5;11
752;261004;240051;6;2014;1;S;5.4;5.4;5.4;20
752;261004;240141;6;2014;1;S;5.2;5.2;5.2;11
752;261004;240031;6;2013;2;S;6.1;6.1;6.1;20
752;261010;240042;6;2014;2;S;5.3;5.3;5.3;42
752;261010;240044;3;2014;2;S;7.8;7.8;7.8;36
752;261010;240151;4.5;2016;1;S;5.2;5.2;5.2;42
752;261010;240054;4.5;2015;1;S;5.2;5.2;5.2;14
752;261010;240031;6;2015;1;S;5.1;5.1;5.1;20
752;261010;240151;4.5;2015;2;N;3.1;3.1;3.1;24
752;261010;240073;4.5;2016;2;N;1.9;1.9;1.9;24
752;261010;240131;6;2014;1;S;5.5;5.5;5.5;20
752;261010;240161;6;2016;1;N;3.6;3.6;3.6;23
752;261010;240161;6;2016;2;S;6.5;6.5;6.5;30
752;261010;240A008;1;2016;1;S;;;;
752;261010;240031;6;2014;2;N;2.9;2.9;2.9;21
752;261010;240133;6;2014;1;N;2.9;2.9;2.9;30
752;261010;240052;6;2015;1;S;5.6;5.6;5.6;11
752;261010;240141;6;2015;2;S;5;5;5;31
752;261010;240162;4.5;2016;1;S;6.4;6.4;6.4;30
752;261010;240041;6;2014;1;S;5.7;5.7;5.7;20
752;261010;240063;6;2016;1;S;5;5;5;42
752;261010;240072;7.5;2016;2;S;7;7;7;23
752;261010;240180;12;2017;1;S;9;9;9;10
752;261010;240073;4.5;2017;1;S;5.1;5.1;5.1;20
752;261010;240402;3;2014;2;N;4.6;4.6;4.6;10
752;261010;240051;6;2015;2;S;6.4;6.4;6.4;22
752;261010;620A016;3;2013;0;S;;;;
752;261010;240032;4.5;2014;1;S;5.4;5.4;5.4;21
752;261010;240064;3;2015;2;S;8.1;8.1;8.1;42
752;261010;240061;6;2016;1;S;6.1;6.1;6.1;34
752;261010;240071;6;2016;1;S;6.2;6.2;6.2;22
752;261010;240172;6;2016;2;S;5.3;5.3;5.3;23
752;261010;240133;6;2014;2;S;5.2;5.2;5.2;10
752;261010;240053;6;2015;2;S;5;5;5;24
752;261010;240062;4.5;2015;2;S;5.7;5.7;5.7;12
752;261010;240055;3;2016;1;S;6.9;6.9;6.9;12
752;261010;240132;4.5;2014;1;S;6.6;6.6;6.6;41
752;261010;240402;3;2015;1;S;6.5;6.5;6.5;10
752;261010;240055;3;2015;1;N;2.9;2.9;2.9;32
752;261010;240043;4.5;2015;1;S;5;5;5;22
752;261010;240171;6;2016;2;S;5;5;5;32
752;261010;240033;4.5;2014;2;S;5.1;5.1;5.1;31
752;261010;240141;6;2015;1;N;2.7;2.7;2.7;13
752;261014;240053;6;2014;2;S;6.8;6.8;6.8;33
752;261014;240133;6;2013;2;S;4.1;4.1;5;10
752;261014;240161;6;2015;1;S;9.5;9.5;9.5;23
752;261014;240132;4.5;2013;2;S;6.1;6.1;6.1;12
752;261014;240061;6;2015;1;S;5;5;5;22
752;261014;240172;6;2015;2;S;6;6;6;43
752;261014;240033;4.5;2013;2;S;4.6;4.6;5;11
752;261014;240031;6;2013;2;S;5.7;5.7;5.7;10
752;261014;240043;4.5;2014;1;S;6.5;6.5;6.5;13
752;261014;240052;6;2014;2;S;7.2;7.2;7.2;13
752;261014;240151;4.5;2014;2;S;5.6;5.6;5.6;24
752;261014;240071;6;2015;2;S;6.1;6.1;6.1;42
752;261014;240054;4.5;2014;1;S;6.5;6.5;6.5;51
752;261014;240042;6;2014;1;S;6.6;6.6;6.6;12
752;261014;240131;6;2013;2;S;6.4;6.4;6.4;10
752;261014;240072;7.5;2016;1;S;6.4;6.4;6.4;14
752;261014;240162;4.5;2015;1;S;5.4;5.4;5.4;30
752;261014;240051;6;2014;2;S;6.1;6.1;6.1;20
752;261014;240055;3;2014;2;S;6.1;6.1;6.1;22
752;261014;240171;6;2015;2;S;7.9;7.9;7.9;44
752;261014;240072;7.5;2015;2;N;4.4;4.4;4.4;44
752;261014;240063;6;2015;1;S;5.6;5.6;5.6;23
752;261014;240062;4.5;2014;2;S;5.3;5.3;5.3;41
752;261014;240073;4.5;2016;1;S;5.6;5.6;5.6;14
752;261014;240141;6;2014;1;N;4.4;4.4;4.4;13
752;261014;240041;6;2014;1;S;5.7;5.7;5.7;10
752;261014;240044;3;2014;1;S;9.5;9.5;9.5;31
752;261014;240073;4.5;2015;2;N;4.6;4.6;4.6;43
752;261014;240141;6;2015;1;S;5;5;5;11
752;261014;240064;3;2015;1;S;8;8;8;34
752;261014;240405;3;2014;1;S;7;7;7;10
752;261014;240180;12;2016;1;S;8;8;8;10
752;261014;240032;4.5;2013;2;S;5.4;5.4;5.4;11
752;261015;240162;4.5;2014;2;S;7;7;7;20
752;261015;240133;6;2013;1;S;6.7;6.7;6.7;10
752;261015;240071;6;2015;2;S;8.1;8.1;8.1;22
752;261015;240053;6;2014;1;S;5;5;5;11
752;261015;240131;6;2013;1;S;5.8;5.8;5.8;10
752;261015;240051;6;2014;1;S;6.3;6.3;6.3;30
752;261015;240054;4.5;2014;1;S;7.5;7.5;7.5;51
752;261015;240031;6;2013;1;S;6.6;6.6;6.6;10
752;261015;240063;6;2014;2;S;6.8;6.8;6.8;21
752;261015;240132;4.5;2013;1;S;7.1;7.1;7.1;12
752;261015;240032;4.5;2013;1;S;7;7;7;12
752;261015;240033;4.5;2013;1;S;5;5;5;13
752;261015;240180;12;2015;2;S;9;9;9;10
752;261015;240171;6;2015;1;S;7.1;7.1;7.1;43
752;261015;240073;4.5;2015;1;S;7.8;7.8;7.8;44
752;261015;240061;6;2014;2;S;5;5;5;21
752;261015;240041;6;2013;2;S;8.2;8.2;8.2;20
752;261015;240043;4.5;2013;2;S;7.1;7.1;7.1;23
752;261015;240064;3;2014;2;S;9.3;9.3;9.3;43
752;261015;240141;6;2013;2;S;7.4;7.4;7.4;23
752;261015;240062;4.5;2014;2;S;6.6;6.6;6.6;22
752;261015;240072;7.5;2015;2;S;7;7;7;32
752;261015;240055;3;2014;1;S;7;7;7;41
752;261015;240151;4.5;2014;1;S;6.2;6.2;6.2;31
752;261015;240405;3;2013;2;S;9;9;9;10
752;261015;240044;3;2013;2;S;10;10;10;26
752;261015;240161;6;2014;2;S;5;5;5;24
752;261015;240052;6;2014;1;S;7.1;7.1;7.1;32
752;261015;240042;6;2013;2;S;8.4;8.4;8.4;22
752;261015;240172;6;2015;1;S;8;8;8;34
752;261045;240053;6;2014;2;N;3.8;3.8;3.8;33
752;261045;240052;6;2014;2;S;7.4;7.4;7.4;24
752;261045;240071;6;2015;2;S;5;5;5;21
752;261045;240032;4.5;2013;2;S;7.2;7.2;7.2;21
752;261045;240132;4.5;2013;2;S;5.8;5.8;5.8;23
752;261045;240062;4.5;2014;2;S;6;6;6;42
752;261045;240061;6;2015;2;S;6.8;6.8;6.8;10
752;261045;240031;6;2014;1;S;5.7;5.7;5.7;21
752;261045;240172;6;2015;2;S;6.8;6.8;6.8;42
752;261045;240043;4.5;2014;1;S;5.6;5.6;5.6;31
752;261045;620A015;1.5;2014;0;S;;;;
752;261045;240180;12;2016;1;S;7;7;7;10
752;261045;240063;6;2015;1;S;5.6;5.6;5.6;22
752;261045;240073;4.5;2015;2;S;6.7;6.7;6.7;22
752;261045;240072;7.5;2015;2;S;6;6;6;42
752;261045;240042;6;2014;1;S;5.6;5.6;5.6;12
752;261045;240054;4.5;2015;1;S;5.6;5.6;5.6;10
752;261045;240171;6;2016;1;S;6.9;6.9;6.9;10
752;261045;240064;3;2015;1;S;7.6;7.6;7.6;31
752;261045;240133;6;2013;2;N;3.9;3.9;3.9;20
752;261045;240053;6;2015;1;S;6.9;6.9;6.9;14
752;261045;240054;4.5;2014;2;N;1.8;1.8;1.8;33
752;261045;240055;3;2014;2;S;5.9;5.9;5.9;11
752;261045;240033;4.5;2013;2;S;4.5;4.5;5;23
752;261045;240151;4.5;2014;2;S;8.1;8.1;8.1;23
752;261045;240133;6;2014;1;S;5.4;5.4;5.4;20
752;261045;240171;6;2015;2;N;0.9;0.9;0.9;22
752;261045;240402;3;2014;1;S;6.1;6.1;6.1;20
752;261045;240141;6;2014;1;S;5;5;5;13
752;261045;240044;3;2014;1;S;8;8;8;34
752;261045;240061;6;2015;1;N;3.5;3.5;3.5;14
752;261045;240051;6;2014;2;S;7.4;7.4;7.4;20
752;261045;240041;6;2013;2;S;5.8;5.8;5.8;20
752;261045;240162;4.5;2015;1;S;5.4;5.4;5.4;10
752;261045;240161;6;2015;1;S;6.2;6.2;6.2;14
752;261045;240131;6;2013;2;S;6.4;6.4;6.4;20
752;261058;240063;6;2014;2;S;6;6;6;21
752;261058;280A006;3;2015;1;S;;;;
752;261058;240151;4.5;2014;1;N;3.2;3.2;3.2;24
752;261058;240033;4.5;2013;1;S;4.4;4.4;5;22
752;261058;240132;4.5;2013;1;S;5;5;5;21
752;261058;240053;6;2014;1;S;5.1;5.1;5.1;22
752;261058;240052;6;2014;1;S;7.3;7.3;7.3;23
752;261058;240071;6;2015;1;S;6.5;6.5;6.5;22
752;261058;240051;6;2014;1;S;6;6;6;20
752;261058;240054;4.5;2014;1;S;5.4;5.4;5.4;23
752;261058;240501;3;2014;1;S;7;7;7;10
752;261058;240043;4.5;2013;2;S;6.8;6.8;6.8;11
752;261058;240072;7.5;2015;1;N;0.6;0.6;0.6;14
752;261058;240172;6;2015;1;S;7.1;7.1;7.1;24
752;261058;240161;6;2014;2;S;6.1;6.1;6.1;23
752;261058;240162;4.5;2014;2;S;7.4;7.4;7.4;20
752;261058;240062;4.5;2014;2;S;7.4;7.4;7.4;22
752;261058;240064;3;2014;2;S;8;8;8;11
752;261058;240180;12;2015;2;S;7;7;7;10
752;261058;240171;6;2015;2;S;6.9;6.9;6.9;43
752;261058;240072;7.5;2015;2;S;5.3;5.3;5.3;33
752;261058;240073;4.5;2015;1;N;2.4;2.4;2.4;24
752;261058;240151;4.5;2015;1;S;7;7;7;24
752;261058;240055;3;2014;1;S;6.2;6.2;6.2;12
752;261058;240044;3;2013;2;S;6.9;6.9;6.9;11
752;261058;240141;6;2013;2;S;7.2;7.2;7.2;11
752;261058;240061;6;2014;2;S;5.3;5.3;5.3;21
752;261058;240073;4.5;2015;2;S;5;5;5;32
752;261058;240032;4.5;2013;1;S;6.4;6.4;6.4;21
752;261058;240041;6;2013;2;S;6.4;6.4;6.4;10
752;261058;240171;6;2015;1;N;2.4;2.4;2.4;22
752;261058;240133;6;2013;2;S;9;9;9;30
752;261058;240131;6;2013;1;S;7.1;7.1;7.1;20
752;261058;240133;6;2013;1;N;3.4;3.4;3.4;20
752;261058;240031;6;2013;1;S;5.4;5.4;5.4;20
752;261058;240042;6;2013;2;S;6.7;6.7;6.7;12
752;261078;240162;4.5;2015;2;S;5.4;5.4;5.4;40
752;261078;240171;6;2017;1;S;5.2;5.2;5.2;24
752;261078;240064;3;2015;2;S;9.5;9.5;9.5;46
752;261078;240031;6;2013;2;S;6.4;6.4;6.4;20
752;261078;240161;6;2015;1;N;3.9;3.9;3.9;12
752;261078;240055;3;2014;2;S;6.6;6.6;6.6;12
752;261078;240161;6;2015;2;S;5.6;5.6;5.6;10
752;261078;240071;6;2016;1;S;6.5;6.5;6.5;
752;261078;240033;4.5;2015;1;S;5.1;5.1;5.1;42
752;261078;240062;4.5;2015;1;S;7;7;7;12
752;261078;240180;12;2016;2;N;0;0;0;10
752;261078;240043;4.5;2013;1;S;6.1;6.1;6.1;33
752;261078;240053;6;2015;1;S;5.4;5.4;5.4;10
752;261078;240180;12;2017;1;S;8;8;8;10
752;261078;240133;6;2013;1;S;6.2;6.2;6.2;40
752;261078;240041;6;2013;2;S;6.3;6.3;6.3;40
752;261078;240042;6;2014;1;S;6;6;6;41
752;261078;240053;6;2014;1;N;3.6;3.6;3.6;53
752;261078;240052;6;2014;1;N;4.1;4.1;4.1;13
752;261078;240032;4.5;2013;2;S;6.1;6.1;6.1;21
752;261078;240061;6;2015;1;S;5;5;5;13
752;261078;240141;6;2013;2;S;4.1;4.1;5;41
752;261078;240053;6;2014;2;N;3.7;3.7;3.7;11
752;261078;240132;4.5;2013;2;S;5.6;5.6;5.6;23
752;261078;240044;3;2014;1;S;8.5;8.5;8.5;31
752;261078;240151;4.5;2014;2;S;6;6;6;12
752;261078;240072;7.5;2015;2;S;5;5;5;41
752;261078;240054;4.5;2014;1;S;5;5;5;13
752;261078;240131;6;2013;2;S;6.5;6.5;6.5;20
752;261078;240063;6;2015;1;S;6.4;6.4;6.4;11
752;261078;240051;6;2014;2;S;7.7;7.7;7.7;30
752;261078;240405;3;2014;1;S;10;10;10;10
752;261078;240052;6;2015;1;S;5.7;5.7;5.7;11
752;261078;240172;6;2015;2;S;5.4;5.4;5.4;41
752;261078;240171;6;2016;2;N;3.2;3.2;3.2;32
752;261078;240062;4.5;2014;2;N;3;3;3;32
752;261078;240073;4.5;2016;1;S;6.5;6.5;6.5;
752;261078;240033;4.5;2014;1;N;4.1;4.1;4.1;41
752;261080;240141;6;2014;2;N;3.4;3.4;3.4;42
752;261080;240043;4.5;2014;2;S;5.8;5.8;5.8;13
752;261080;240133;6;2014;1;N;3.1;3.1;3.1;30
752;261080;240051;6;2015;2;S;7.6;7.6;7.6;22
752;261080;240062;4.5;2015;2;S;7;7;7;12
752;261080;240132;4.5;2014;1;S;5.3;5.3;5.3;41
752;261080;240171;6;2016;2;N;3.9;3.9;3.9;13
752;261080;240072;7.5;2016;2;S;6.7;6.7;6.7;32
752;261080;240133;6;2016;2;S;5;5;5;10
752;261080;240141;6;2015;1;N;3.6;3.6;3.6;13
752;261080;240054;4.5;2015;1;N;3.9;3.9;3.9;52
752;261080;240141;6;2015;2;S;5;5;5;20
752;261080;240042;6;2014;2;S;5.9;5.9;5.9;42
752;261080;240131;6;2014;2;S;5.6;5.6;5.6;40
752;261080;240053;6;2015;2;S;5;5;5;42
752;261080;240131;6;2014;1;N;2.9;2.9;2.9;20
752;261080;240064;3;2015;2;S;6.5;6.5;6.5;21
752;261080;240133;6;2015;2;N;4;4.1;4.1;40
752;261080;240133;6;2013;2;N;2.7;2.7;2.7;10
752;261080;240172;6;2016;2;N;2.8;2.8;2.8;24
752;261080;240172;6;2017;1;N;3.9;3.9;3.9;41
752;261080;240161;6;2016;1;S;5;5;5;23
752;261080;240032;4.5;2014;1;S;5;5;5;41
752;261080;240162;4.5;2016;1;S;5.8;5.8;5.8;10
752;261080;240052;6;2015;1;S;5;5;5;11
752;261080;240033;4.5;2015;1;S;5.2;5.2;5.2;51
752;261080;240061;6;2016;1;S;6.8;6.8;6.8;34
752;261080;240031;6;2013;2;S;5.3;5.3;5.3;10
752;261080;240151;4.5;2015;1;S;5.6;5.6;5.6;43
752;261080;240063;6;2016;1;S;5;5;5;23
752;261080;240133;6;2015;1;N;4.1;4.1;4.1;30
752;261080;240054;4.5;2017;1;N;2.9;4.6;4.6;40
752;261080;240171;6;2017;1;S;5.8;5.8;5.8;42
752;261080;240055;3;2015;1;S;5.4;5.4;5.4;11
752;261080;240044;3;2014;1;S;8.5;8.5;8.5;13
752;261080;240041;6;2014;2;S;5.3;5.3;5.3;20
752;261080;240054;4.5;2016;1;N;4.6;4.6;4.6;50
752;261080;240071;6;2016;1;S;6.2;6.2;6.2;22
752;261080;240033;4.5;2014;1;N;2.9;2.9;2.9;14
752;261080;240402;3;2014;2;S;6.7;6.7;6.7;10
752;261080;240073;4.5;2016;2;S;5.4;5.4;5.4;13
752;261082;240073;4.5;2015;2;S;5;5;5;32
752;261082;240071;6;2015;2;S;7;7;7;32
752;261082;240172;6;2015;2;S;5.7;5.7;5.7;33
752;261082;240131;6;2013;2;S;4.5;4.5;5;20
752;261082;240055;3;2014;2;S;7.4;7.4;7.4;31
752;261082;240061;6;2015;2;S;6.8;6.8;6.8;32
752;261082;240041;6;2013;2;S;5.2;5.2;5.2;40
752;261082;240054;4.5;2015;1;N;4.2;4.2;4.2;20
752;261082;240061;6;2015;1;N;4.3;4.3;4.3;32
752;261082;240052;6;2014;2;S;5.8;5.8;5.8;31
752;261082;240162;4.5;2015;2;S;5.3;5.3;5.3;40
752;261082;240617;4.5;2016;1;S;8.8;8.8;8.8;10
752;261082;240063;6;2015;1;S;6.1;6.1;6.1;31
752;261082;240180;12;2016;2;S;9.5;9.5;9.5;10
752;261082;240054;4.5;2014;2;N;3;3;3;24
752;261082;240053;6;2014;2;S;5;5;5;31
752;261082;240051;6;2014;1;S;6.6;6.6;6.6;20
752;261082;240503;3;2014;1;S;7.7;7.7;7.7;10
752;261082;240651;4.5;2016;2;S;6.6;6.6;6.6;10
752;261082;240151;4.5;2014;2;S;5.3;5.3;5.3;31
752;261082;240133;6;2013;1;S;5;5;5;50
752;261082;240132;4.5;2013;1;S;4.6;4.6;5;52
752;261082;240141;6;2014;1;S;7.4;7.4;7.4;21
752;261082;240042;6;2014;1;S;5.3;5.3;5.3;21
752;261082;240072;7.5;2016;1;S;6;6;6;22
752;261082;240031;6;2013;2;S;5;5;5;20
752;261082;240043;4.5;2014;1;S;5.2;5.2;5.2;22
752;261082;240062;4.5;2015;1;S;5.2;5.2;5.2;32
752;261082;240602;4.5;2015;2;S;7.6;7.6;7.6;10
752;261082;240171;6;2016;1;S;7.3;7.3;7.3;41
752;261082;240064;3;2015;1;S;9;9;9;34
752;261082;240054;4.5;2016;1;S;5.5;5.5;5.5;40
752;261082;240032;4.5;2013;2;S;6.3;6.3;6.3;22
752;261082;240044;3;2014;1;S;8;8;8;34
752;261082;240033;4.5;2013;2;S;5;5;5;23
752;261082;240161;6;2015;1;S;6.9;6.9;6.9;31
752;261082;240634;4.5;2016;1;S;7;7;7;10
752;261088;240062;4.5;2014;2;S;8.1;8.1;8.1;52
752;261088;240618;3;2015;2;S;10;10;10;10
752;261088;240031;6;2013;2;S;7;7;7;20
752;261088;240054;4.5;2014;1;S;6.6;6.6;6.6;43
752;261088;240172;6;2015;1;S;7.2;7.2;7.2;43
752;261088;240131;6;2013;1;S;5;5;5;20
752;261088;240133;6;2013;1;N;3.9;3.9;3.9;20
752;261088;240064;3;2015;1;S;9;9;9;12
752;261088;240063;6;2014;2;S;6.8;6.8;6.8;51
752;261088;240171;6;2015;2;S;9;9;9;22
752;261088;240032;4.5;2013;1;S;6.4;6.4;6.4;21
752;261088;240043;4.5;2013;2;S;7.2;7.2;7.2;42
752;261088;240055;3;2014;1;S;7;7;7;41
752;261088;240141;6;2013;2;S;7.3;7.3;7.3;42
752;261088;240610;4.5;2015;2;S;7.9;7.9;7.9;10
752;261088;240051;6;2014;1;S;6.8;6.8;6.8;40
752;261088;240503;3;2013;1;S;9.2;9.2;9.2;10
752;261088;240041;6;2013;1;S;6.6;6.6;6.6;10
752;261088;240053;6;2014;1;S;5.1;5.1;5.1;41
752;261088;240073;4.5;2015;1;S;9;9;9;42
752;261088;240044;3;2014;1;S;10;10;10;13
752;261088;240161;6;2014;2;S;7.2;7.2;7.2;54
752;261088;240180;12;2015;2;S;10;10;10;10
752;261088;240132;4.5;2013;1;S;4.6;4.6;5;21
752;261088;240042;6;2013;2;S;7;7;7;42
752;261088;240033;4.5;2013;2;S;5;5;5;22
752;261088;240133;6;2013;2;S;5;5;5;20
752;261088;240071;6;2015;1;S;7.3;7.3;7.3;41
752;261088;240072;7.5;2015;1;S;7.1;7.1;7.1;43
752;261088;240162;4.5;2014;2;S;8.3;8.3;8.3;50
752;261088;240052;6;2014;2;S;6;6;6;31
752;261088;240151;4.5;2014;1;S;7;7;7;41
752;261088;240061;6;2014;2;S;6.6;6.6;6.6;52
752;261106;240A001;3;2016;1;S;;;;
752;261106;240041;6;2013;2;S;5.3;5.3;5.3;40
752;261106;240141;6;2013;2;S;4.1;4.1;5;42
752;261106;240171;6;2015;2;S;8.1;8.1;8.1;42
752;261106;240072;7.5;2015;2;S;5;5;5;13
752;261106;240052;6;2014;1;S;6.5;6.5;6.5;41
752;261106;240033;4.5;2013;1;N;4;4;4;53
752;261106;240032;4.5;2013;2;S;6.2;6.2;6.2;21
752;261106;240031;6;2013;2;S;5.5;5.5;5.5;20
752;261106;240161;6;2015;1;S;5.5;5.5;5.5;44
752;261106;240405;3;2016;2;S;7;7;7;10
752;261106;620A015;1.5;2014;0;S;;;;
752;261106;240055;3;2014;2;S;5.7;5.7;5.7;31
752;261106;240162;4.5;2015;1;N;3.9;3.9;3.9;10
752;261106;240033;4.5;2013;2;S;6;6;6;30
