CODEX;CODASS;CREDITS;CURS;Q;APR;NF;GR
226410;240022;6;2010;2;S;7;22
226410;240025;7.5;2010;2;S;5.1;22
226410;240011;6;2010;1;S;6.6;52
226410;240014;6;2010;1;N;0;52
226410;240023;6;2010;2;S;6.8;22
226410;240012;6;2010;1;S;7.6;52
226410;240015;6;2010;1;S;8;52
226410;240014;6;2010;2;S;8.3;31
226410;240024;4.5;2010;2;S;7;23
226410;240021;6;2010;2;S;7.6;22
226410;240013;6;2010;1;S;6.3;51
226431;240014;6;2010;1;S;5.3;41
226431;240021;6;2011;1;S;5;30
226431;240015;6;2010;1;N;4;41
226431;240023;6;2011;1;N;3;10
226431;240024;4.5;2010;2;S;7.1;22
226431;240011;6;2010;2;S;6.2;21
226431;240013;6;2010;1;N;4.2;41
226431;240025;7.5;2011;1;S;8;30
226431;240022;6;2010;2;S;6;42
226431;240015;6;2010;2;S;7.2;21
226431;240012;6;2010;1;S;6;41
226431;240011;6;2010;1;N;4;41
226431;240023;6;2011;2;S;6.8;40
226431;240013;6;2010;2;S;7;20
226441;240014;6;2010;1;N;3.8;62
226441;240015;6;2010;2;N;2.4;33
226441;240022;6;2010;2;N;0;53
226441;240011;6;2010;2;N;3.5;22
226441;240012;6;2010;1;S;5;62
226441;240011;6;2010;1;N;2.5;62
226441;240013;6;2010;1;N;3.2;62
226441;240015;6;2010;1;N;2.6;62
226441;240014;6;2010;2;N;4.2;21
226441;240023;6;2010;2;N;3.6;40
226441;240013;6;2010;2;N;4.1;20
226455;240025;7.5;2010;2;S;5.4;33
226455;240023;6;2010;2;S;8.1;32
226455;240021;6;2010;2;S;6.6;31
226455;240015;6;2010;1;S;9.2;33
226455;240022;6;2010;2;S;7.3;33
226455;240024;4.5;2010;2;S;8.1;31
226455;240013;6;2010;1;S;5.8;32
226455;240011;6;2010;1;S;8.1;33
226455;240012;6;2010;1;S;7.2;33
226455;240014;6;2010;1;S;5;32
226463;240014;6;2010;1;N;4;62
226463;240014;6;2011;1;N;4;62
226463;240015;6;2011;1;S;5.4;621
226463;240021;6;2011;1;N;2.7;30
226463;240024;4.5;2011;2;N;4;20
226463;240023;6;2011;1;N;1.5;30
226463;240015;6;2010;2;N;3.3;33
226463;240015;6;2010;1;N;1;32
226463;240022;6;2011;1;S;5;30
226463;240025;7.5;2010;2;S;6.7;43
226463;240013;6;2010;2;S;5;30
226463;240023;6;2011;2;S;7;80
226463;240011;6;2010;2;N;4;22
226463;240014;6;2010;2;N;4;31
226463;240011;6;2010;1;N;3.2;32
226463;240014;6;2011;2;S;7.2;20
226463;240012;6;2010;1;S;5.2;32
226463;240013;6;2010;1;N;2.1;62
226463;240011;6;2011;2;N;4;40
226463;240021;6;2011;2;S;6.1;80
226463;240024;4.5;2011;1;N;3.3;20
226464;240011;6;2010;2;S;5;32
226464;240023;6;2010;2;N;4.1;40
226464;240014;6;2010;1;S;5.4;52
226464;240013;6;2010;1;N;4.6;51
226464;240022;6;2010;2;S;5;43
226464;240012;6;2010;1;S;5;53
226464;240023;6;2011;1;S;5.1;40
226464;240024;4.5;2010;2;S;6.9;41
226464;240021;6;2011;1;S;5.3;40
226464;240021;6;2010;2;N;4.7;43
226464;240013;6;2011;1;S;7;41
226464;240025;7.5;2010;2;S;7.2;41
226464;240011;6;2010;1;N;4;53
226464;240015;6;2010;1;S;5;53
226467;240015;6;2010;2;S;5.3;12
226467;240013;6;2010;2;N;4.7;10
226467;240024;4.5;2011;1;N;4.7;10
226467;240022;6;2011;2;S;7.2;80
226467;240015;6;2010;1;N;2.1;12
226467;240012;6;2010;2;S;5.2;12
226467;240011;6;2010;2;N;4.6;12
226467;240023;6;2011;1;N;0.8;10
226467;240011;6;2010;1;N;2.9;12
226467;240011;6;2011;2;S;7.1;10
226467;240024;4.5;2011;2;S;7.8;80
226467;240025;7.5;2010;2;S;5.8;51
226467;240022;6;2011;1;N;0;10
226467;240023;6;2011;2;S;6.5;80
226467;240024;4.5;2010;2;N;1.6;51
226467;240012;6;2010;1;N;3.8;12
226467;240014;6;2010;1;S;5.5;12
226467;240013;6;2010;1;N;4.7;12
226467;240021;6;2011;1;N;2.5;10
226467;240013;6;2011;2;S;5;10
226467;240021;6;2011;2;S;9;80
226472;240013;6;2010;1;S;5.7;41
226472;240021;6;2010;2;S;7.3;32
226472;240015;6;2010;1;N;4.2;41
226472;240022;6;2010;2;S;7.8;32
226472;240012;6;2010;1;S;7.9;41
226472;240025;7.5;2010;2;S;6.5;33
226472;240024;4.5;2010;2;S;8;32
226472;240023;6;2010;2;S;6.3;32
226472;240015;6;2010;2;S;5.9;31
226472;240011;6;2010;1;S;7.8;41
226472;240014;6;2010;1;S;8;41
226494;240014;6;2010;1;S;6.3;72
226494;240015;6;2011;1;S;7.3;211
226494;240015;6;2010;2;N;2;33
226494;240024;4.5;2010;2;S;6.2;23
226494;240022;6;2010;2;S;6.1;23
226494;240023;6;2010;2;S;6.3;22
226494;240011;6;2010;1;S;5;72
226494;240013;6;2010;1;S;5.7;72
226494;240025;7.5;2011;1;S;5.2;11
226494;240012;6;2010;1;S;6.6;72
226494;240021;6;2010;2;S;6.5;23
226494;240015;6;2010;1;N;1;72
226495;240015;6;2010;2;N;3.1;13
226495;240023;6;2010;2;S;5;50
226495;240012;6;2010;1;S;5.1;43
226495;240025;7.5;2010;2;S;5.5;13
226495;240024;4.5;2011;1;S;5;10
226495;240024;4.5;2010;2;N;4.3;13
226495;240022;6;2010;2;S;5.8;13
226495;240015;6;2011;1;S;7.3;111
226495;240021;6;2010;2;S;6.1;13
226495;240013;6;2010;1;S;5;42
226495;240015;6;2010;1;N;1.4;43
226495;240011;6;2010;1;S;6.2;43
226495;240014;6;2010;1;S;5;42
226499;240023;6;2010;2;S;5.3;50
226499;240015;6;2010;1;S;6.5;53
226499;240021;6;2010;2;S;7.1;52
226499;240011;6;2010;1;S;7.3;53
226499;240024;4.5;2010;2;S;8.4;23
226499;240012;6;2010;1;S;6.6;53
226499;240025;7.5;2010;2;S;7;52
226499;240022;6;2010;2;S;7.1;52
226499;240014;6;2010;1;S;5.6;52
226499;240013;6;2010;1;S;5;52
226515;240024;4.5;2010;2;S;8;33
226515;240012;6;2010;1;S;6.1;13
226515;240023;6;2010;2;S;7.2;31
226515;240015;6;2010;1;S;7.3;13
226515;240025;7.5;2010;2;S;8.7;33
226515;240011;6;2010;1;S;7.8;13
226515;240022;6;2010;2;S;7.4;33
226515;240021;6;2010;2;S;6.3;33
226515;240014;6;2010;1;S;8.5;12
226515;240013;6;2010;1;S;7.4;12
226543;240021;6;2011;1;S;7.5;20
226543;240022;6;2010;2;N;4.6;11
226543;240021;6;2010;2;N;4.5;13
226543;240015;6;2010;1;S;6.9;21
226543;240025;7.5;2011;1;S;8.3;22
226543;240014;6;2010;1;S;6.4;21
226543;240011;6;2010;1;S;7.4;21
226543;240013;6;2010;1;S;6.6;21
226543;240025;7.5;2010;2;N;3.5;13
226543;240022;6;2011;1;S;7.9;20
226543;240024;4.5;2010;2;S;6.9;12
226543;240012;6;2010;1;S;6;21
226543;240023;6;2010;2;N;4.7;11
226543;240023;6;2011;1;S;5.6;20
226592;240014;6;2010;1;N;2.1;71
226592;240011;6;2010;1;N;0;71
226592;240013;6;2010;1;N;0;71
226592;240015;6;2010;1;N;0.1;71
226592;240012;6;2010;1;N;0.5;71
226635;240024;4.5;2010;2;S;6.6;11
226635;240021;6;2010;2;S;6.3;11
226635;240023;6;2010;2;S;5;11
226635;240015;6;2010;1;S;5;13
226635;240022;6;2010;2;S;5.9;11
226635;240025;7.5;2010;2;S;6.7;11
226635;240012;6;2010;1;S;5.5;13
226635;240011;6;2010;1;S;5.3;13
226635;240014;6;2010;1;S;6.7;11
226635;240013;6;2010;1;S;5;11
226648;240022;6;2010;2;S;5.4;12
226648;240024;4.5;2010;2;S;5.4;12
226648;240023;6;2010;2;N;1.6;12
226648;240025;7.5;2010;2;S;5.9;12
226648;240014;6;2010;1;S;5.9;31
226648;240015;6;2010;2;S;5.3;31
226648;240023;6;2011;2;S;5;40
226648;240012;6;2010;1;S;6.6;31
226648;240023;6;2011;1;N;2.7;20
226648;240021;6;2010;2;S;5.4;12
226648;240011;6;2010;1;S;5.6;31
226648;240013;6;2010;1;S;5.5;31
226648;240015;6;2010;1;N;4.3;31
226673;240021;6;2010;2;S;6.2;
226673;240015;6;2010;1;S;5.6;
226673;240023;6;2011;1;S;6.3;40
226673;240024;4.5;2010;2;S;10;41
226673;240013;6;2010;1;S;8.7;71
226673;240014;6;2010;1;S;8.5;71
226673;240022;6;2010;2;S;5.3;
226673;240011;6;2010;1;S;7.8;
226673;240012;6;2010;1;S;5.5;
226673;240025;7.5;2011;1;S;7.1;40
226679;240012;6;2010;1;S;6.5;41
226679;240011;6;2010;1;S;5.5;41
226679;240014;6;2010;1;S;5.7;41
226679;240013;6;2010;1;S;6.3;41
226679;240022;6;2010;2;N;4;52
226679;240021;6;2010;2;N;4.4;52
226679;240024;4.5;2010;2;N;2.7;52
226679;240015;6;2010;1;S;7.6;41
226679;240023;6;2011;2;S;5.7;10
226679;240023;6;2010;2;N;2.4;50
226679;240023;6;2011;1;N;3.1;40
226679;240025;7.5;2010;2;S;5.4;52
226679;240022;6;2011;1;S;6.6;10
226679;240024;4.5;2011;1;S;5.1;10
226679;240021;6;2011;1;S;5;10
226680;240011;6;2010;1;S;6.8;43
226680;240014;6;2010;1;S;7.7;42
226680;240022;6;2010;2;S;8.2;32
226680;240025;7.5;2010;2;S;6.9;33
226680;240021;6;2010;2;S;8;31
226680;240015;6;2010;1;S;7.2;43
226680;240012;6;2010;1;S;7.6;43
226680;240024;4.5;2010;2;S;8.8;31
226680;240023;6;2010;2;S;7;31
226680;240013;6;2010;1;S;6.1;42
226684;240025;7.5;2010;2;N;1;52
226684;240025;7.5;2011;1;S;5;21
226684;240022;6;2011;1;S;6.1;30
226684;240024;4.5;2010;2;N;2.7;52
226684;240012;6;2010;1;S;6.1;53
226684;240024;4.5;2011;1;S;5;30
226684;240015;6;2010;1;S;5.1;53
226684;240011;6;2010;1;S;6;53
226684;240013;6;2010;1;S;5.5;52
226684;240014;6;2010;1;S;5;52
226684;240022;6;2010;2;N;3.8;52
226684;240021;6;2010;2;S;5.8;52
226684;240023;6;2010;2;S;5.5;50
226685;240014;6;2010;1;S;6.5;42
226685;240025;7.5;2010;2;S;6.8;32
226685;240011;6;2010;1;S;5.7;42
226685;240012;6;2010;1;S;5.4;42
226685;240024;4.5;2010;2;S;8;33
226685;240015;6;2010;1;S;5.3;42
226685;240022;6;2010;2;S;5;31
226685;240021;6;2010;2;S;5;33
226685;240023;6;2010;2;S;5;32
226685;240013;6;2010;1;S;7.5;42
226687;240014;6;2010;1;N;4.5;32
226687;240015;6;2011;1;S;5.9;111
226687;240021;6;2011;1;S;5.3;40
226687;240025;7.5;2010;2;N;1.1;41
226687;240015;6;2010;1;N;0.1;32
226687;240024;4.5;2010;2;S;6.3;41
226687;240012;6;2010;1;S;5;32
226687;240011;6;2010;2;N;4.6;12
226687;240014;6;2010;2;S;6.4;11
226687;240015;6;2010;2;N;1.4;21
226687;240011;6;2010;1;N;4.4;32
226687;240011;6;2011;2;S;5;40
226687;240023;6;2011;1;N;2.9;40
226687;240023;6;2011;2;S;7.3;70
226687;240013;6;2010;1;S;5.6;32
226687;240025;7.5;2011;1;S;5.9;40
226687;240022;6;2011;1;S;6.1;40
226717;240021;6;2010;2;S;5.9;53
226717;240024;4.5;2010;2;N;4.5;11
226717;240013;6;2010;1;S;5.7;31
226717;240024;4.5;2011;1;S;6.1;20
226717;240015;6;2010;1;N;2.8;31
226717;240012;6;2010;2;S;5.1;11
226717;240023;6;2010;2;N;2.1;50
226717;240014;6;2010;1;S;7.2;31
226717;240023;6;2011;1;S;5.8;20
226717;240015;6;2010;2;S;5;23
226717;240011;6;2011;2;S;7;10
226717;240025;7.5;2011;1;S;5.7;22
226717;240012;6;2010;1;N;2.8;31
226717;240011;6;2010;1;N;4.6;31
226717;240022;6;2011;1;N;1.2;20
226717;240022;6;2011;2;S;7.1;20
226738;240012;6;2010;1;N;3.1;41
226738;240015;6;2010;1;N;2.9;41
226738;240014;6;2010;1;S;5;41
226738;240011;6;2011;1;N;4.1;61
226738;240013;6;2010;1;N;4.2;41
226738;240021;6;2011;1;N;3.6;30
226738;240025;7.5;2010;2;N;0.8;41
226738;240011;6;2010;2;N;4.1;21
226738;240015;6;2011;1;N;4.2;321
226738;240012;6;2010;2;N;3.5;21
226738;240013;6;2010;2;S;5;20
226738;240015;6;2010;2;N;4.2;21
226738;240012;6;2011;1;N;3;61
226738;240024;4.5;2011;1;N;1.9;10
226738;240021;6;2010;2;N;3.6;41
226738;240024;4.5;2010;2;N;3.9;23
226738;240025;7.5;2011;1;N;0.3;30
226738;240023;6;2011;1;N;1.1;30
226738;240011;6;2010;1;N;2.8;41
226750;240025;7.5;2010;2;N;0;11
226750;240021;6;2010;2;N;3.6;11
226750;240025;7.5;2011;1;N;2;12
226750;240025;7.5;2011;2;N;2.6;51
226750;240023;6;2010;2;N;2.4;11
226750;240013;6;2010;1;S;5;61
226750;240014;6;2010;1;S;5.3;62
226750;240025;7.5;2012;1;S;5.8;12
226750;240021;6;2011;2;S;5;60
226750;240023;6;2011;2;S;5;50
226750;240023;6;2011;1;N;2.5;20
226750;240024;4.5;2010;2;S;5.8;11
226750;240021;6;2011;1;N;4.3;10
226774;240013;6;2010;1;S;7.9;12
226774;240014;6;2010;1;S;8.4;62
226774;240015;6;2010;1;S;8.3;53
226774;240022;6;2010;2;S;7.4;13
226774;240025;7.5;2010;2;S;5;13
226774;240023;6;2010;2;S;5;12
226774;240012;6;2010;1;S;7.2;53
226774;240011;6;2010;1;S;6.1;53
226774;240024;4.5;2010;2;S;8.5;12
226774;240021;6;2010;2;S;5.8;13
226793;240025;7.5;2010;2;N;0.6;43
226793;240012;6;2010;1;N;4.7;33
226793;240014;6;2010;1;S;6.1;31
226793;240024;4.5;2010;2;N;1.9;41
226793;240021;6;2010;2;N;0;33
226793;240015;6;2010;2;N;4.2;33
226793;240015;6;2010;1;N;4.2;33
226793;240013;6;2010;1;N;3.4;31
226793;240013;6;2010;2;N;1.6;20
226793;240011;6;2010;1;N;4.3;33
226793;240022;6;2010;2;N;0;21
226798;240024;4.5;2010;2;S;6.9;21
226798;240015;6;2010;2;S;6.7;11
226798;240023;6;2010;2;N;0.2;40
226798;240013;6;2010;1;N;3.8;21
226798;240022;6;2011;1;S;7.3;10
226798;240021;6;2011;1;S;5.7;10
226798;240022;6;2010;2;N;4.1;41
226798;240011;6;2010;2;S;8.5;32
226798;240013;6;2010;2;S;5.7;10
226798;240012;6;2010;1;S;6.5;23
226798;240014;6;2010;1;S;6.5;21
226798;240011;6;2010;1;N;2.7;23
226798;240015;6;2010;1;N;1.3;23
226798;240023;6;2011;1;S;6.6;10
226798;240025;7.5;2011;1;S;5.2;12
226818;240013;6;2010;1;S;9;12
226818;240015;6;2010;1;S;9.2;12
226818;240021;6;2010;2;S;7.6;12
226818;240023;6;2010;2;S;9.5;12
226818;240025;7.5;2010;2;S;8.6;12
226818;240014;6;2010;1;S;7.8;12
226818;240024;4.5;2010;2;S;8.8;12
226818;240011;6;2010;1;S;9;12
226818;240022;6;2010;2;S;7.9;12
226818;240012;6;2010;1;S;9;12
226877;240023;6;2010;2;S;5;50
226877;240013;6;2010;1;S;7;11
226877;240025;7.5;2010;2;S;5.8;51
226877;240015;6;2010;1;S;6.5;11
226877;240021;6;2010;2;S;6.3;51
226877;240011;6;2010;1;S;6.4;11
226877;240012;6;2010;1;S;7;11
226877;240022;6;2010;2;S;5.9;51
226877;240024;4.5;2010;2;S;7.4;51
226877;240014;6;2010;1;S;6.7;11
226881;240013;6;2010;2;N;3.9;20
226881;240012;6;2010;1;S;5;13
226881;240022;6;2011;1;S;5.5;10
226881;240013;6;2011;1;S;5.3;32
226881;240023;6;2011;2;S;5;20
226881;240021;6;2010;2;S;5.3;33
226881;240011;6;2010;1;N;0;13
226881;240024;4.5;2011;2;S;5.2;20
226881;240022;6;2010;2;N;4.3;33
226881;240014;6;2010;1;N;2.9;12
226881;240011;6;2010;2;S;6.4;31
226881;240024;4.5;2010;2;N;3.3;23
226881;240015;6;2010;1;N;0;13
226881;240025;7.5;2011;1;S;5;11
226881;240013;6;2010;1;N;3.1;12
226881;240015;6;2010;2;N;0;31
226881;240014;6;2010;2;S;5.1;21
226881;240024;4.5;2011;1;N;3.7;20
226881;240015;6;2011;1;S;5;211
226881;240023;6;2011;1;N;4.1;10
226888;240025;7.5;2010;2;S;6.9;43
226888;240012;6;2010;2;N;4.5;12
226888;240013;6;2010;1;S;5.6;62
226888;240014;6;2010;1;N;3.7;62
226888;240011;6;2010;1;S;5.4;62
226888;240021;6;2010;2;S;5.4;43
226888;240012;6;2010;1;N;3.4;62
226888;240014;6;2010;2;S;5.3;11
226888;240024;4.5;2010;2;N;2.6;41
226888;240015;6;2010;1;S;7;62
226888;240012;6;2011;1;S;5;11
226888;240023;6;2011;1;S;5.8;30
226888;240022;6;2010;2;S;5;43
226888;240024;4.5;2011;1;S;5;30
226889;240025;7.5;2010;2;S;6;52
226889;240011;6;2010;1;S;5.5;13
226889;240023;6;2010;2;S;5.8;50
226889;240024;4.5;2011;1;S;8;30
226889;240013;6;2011;1;S;5;11
226889;240022;6;2010;2;S;6;52
226889;240012;6;2010;1;S;6.4;13
226889;240015;6;2010;2;S;5;13
226889;240013;6;2010;1;N;4.8;12
226889;240024;4.5;2010;2;N;3.2;52
226889;240021;6;2010;2;N;4.5;52
226889;240015;6;2010;1;N;0.4;13
226889;240014;6;2010;1;S;5.7;12
226889;240021;6;2011;1;S;6;10
226944;240024;4.5;2010;2;S;7.7;22
226944;240023;6;2010;2;S;5.5;22
226944;240012;6;2010;1;S;7.2;53
226944;240025;7.5;2010;2;S;6.8;22
226944;240015;6;2010;1;S;8.7;53
226944;240021;6;2010;2;S;6;22
226944;240022;6;2010;2;S;6.8;22
226944;240011;6;2010;1;S;8.5;53
226944;240013;6;2010;1;S;6.5;52
226944;240014;6;2010;1;S;6.8;52
226950;240012;6;2010;1;S;5.5;31
226950;240015;6;2010;1;N;4;31
226950;240021;6;2010;2;N;3.9;22
226950;240023;6;2010;2;S;8.2;22
226950;240011;6;2010;1;S;5.6;31
226950;240021;6;2011;1;S;5;40
226950;240015;6;2011;1;S;7.1;611
226950;240022;6;2010;2;S;5.5;22
226950;240024;4.5;2010;2;S;7.1;23
226950;240014;6;2010;1;S;7;31
226950;240013;6;2010;1;S;7;31
226950;240025;7.5;2010;2;S;5.4;22
226980;240011;6;2010;1;S;5.3;32
226980;240023;6;2011;1;N;3.6;40
226980;240012;6;2010;1;S;6.6;32
226980;240013;6;2010;1;S;5.3;32
226980;240021;6;2011;1;S;5.7;40
226980;240023;6;2011;2;S;5.3;50
226980;240025;7.5;2010;2;S;5.1;41
226980;240021;6;2010;2;N;4.3;41
226980;240023;6;2010;2;N;3.9;40
226980;240014;6;2010;1;S;7;32
226980;240022;6;2010;2;S;6.1;41
226980;240024;4.5;2010;2;S;5.5;41
226980;240015;6;2010;1;S;6;32
226994;240023;6;2011;2;S;5.6;40
226994;240022;6;2011;1;S;6.2;10
226994;240012;6;2010;1;S;6.4;32
226994;240015;6;2010;2;S;5.4;32
226994;240022;6;2010;2;N;4.2;13
226994;240024;4.5;2010;2;S;5.2;13
226994;240023;6;2010;2;N;2.3;12
226994;240011;6;2010;1;S;5.5;32
226994;240015;6;2010;1;N;4.2;32
226994;240023;6;2011;1;N;2.8;10
226994;240025;7.5;2010;2;S;6.7;13
226994;240021;6;2010;2;S;5.2;13
226994;240013;6;2010;1;S;6.8;32
226994;240014;6;2010;1;S;6;32
227006;240012;6;2010;1;S;6;12
227006;240015;6;2010;1;S;6.5;12
227006;240011;6;2010;1;N;4;12
227006;240013;6;2010;1;S;5;12
227006;240022;6;2011;1;S;7.9;10
227006;240011;6;2011;1;S;7.5;22
227006;240025;7.5;2010;2;S;5;12
227006;240022;6;2010;2;N;4.3;12
227006;240024;4.5;2010;2;S;7.9;12
227006;240014;6;2010;1;S;8;12
227006;240021;6;2010;2;S;6.4;12
227006;240023;6;2010;2;S;5.6;12
227008;240021;6;2010;2;S;6.2;21
227008;240011;6;2010;1;S;7.4;12
227008;240014;6;2010;1;S;6.3;12
227008;240025;7.5;2010;2;S;7.5;21
227008;240022;6;2010;2;S;5.6;21
227008;240012;6;2010;1;S;7.4;12
227008;240013;6;2010;1;S;6.9;12
227008;240024;4.5;2010;2;S;5.6;21
227008;240023;6;2010;2;S;5.5;21
227008;240015;6;2010;1;S;8.6;12
227012;240023;6;2010;2;S;5.4;21
227012;240011;6;2010;1;S;6.1;21
227012;240012;6;2010;1;S;5.7;21
227012;240015;6;2010;1;S;7.7;21
227012;240022;6;2010;2;S;5.4;22
227012;240024;4.5;2010;2;S;6.3;23
227012;240014;6;2010;1;S;6.4;21
227012;240013;6;2010;1;S;6.1;21
227012;240021;6;2010;2;S;5;22
227012;240025;7.5;2010;2;S;6.4;22
227018;240024;4.5;2010;2;S;5;22
227018;240015;6;2010;2;N;4.4;12
227018;240014;6;2010;1;S;5.7;42
227018;240015;6;2010;1;N;1.8;43
227018;240025;7.5;2011;1;S;5;21
227018;240022;6;2010;2;S;7.6;42
227018;240013;6;2010;2;N;2.7;10
227018;240012;6;2010;1;S;5;43
227018;240015;6;2011;1;S;7.3;621
227018;240021;6;2010;2;N;3;42
227018;240011;6;2010;1;S;5.6;43
227018;240023;6;2011;1;S;5.5;30
227018;240021;6;2011;1;S;6;20
227018;240013;6;2010;1;N;3;42
227018;240013;6;2011;1;S;5.1;31
227021;240015;6;2010;2;N;3.3;32
227021;240023;6;2010;2;S;5.8;32
227021;240015;6;2010;1;N;0.6;12
227021;240021;6;2010;2;S;5.7;33
227021;240022;6;2010;2;S;5.2;33
227021;240012;6;2010;1;S;5;12
227021;240014;6;2010;1;S;7.2;12
227021;240015;6;2011;1;S;8.1;212
227021;240025;7.5;2011;1;S;5;11
227021;240024;4.5;2010;2;S;6.8;31
227021;240011;6;2010;1;S;5.5;12
227021;240013;6;2010;1;S;6.5;12
227021;240025;7.5;2010;2;N;4;33
227027;240015;6;2010;1;S;7.3;21
227027;240014;6;2010;1;S;7.4;21
227027;240013;6;2010;1;S;5;21
227027;240021;6;2010;2;S;5.1;11
227027;240023;6;2010;2;S;5.4;11
227027;240011;6;2010;2;S;7.5;32
227027;240025;7.5;2010;2;S;5;11
227027;240011;6;2010;1;N;4.4;21
227027;240022;6;2010;2;S;5;11
227027;240024;4.5;2010;2;S;5;11
227027;240012;6;2010;1;S;5;21
227032;240012;6;2010;1;S;5.9;42
227032;240015;6;2010;2;N;4.3;31
227032;240013;6;2010;1;S;7.4;42
227032;240025;7.5;2010;2;N;4.2;23
227032;240011;6;2010;1;S;6.6;42
227032;240014;6;2010;1;S;5.6;42
227032;240021;6;2010;2;S;5;23
227032;240023;6;2010;2;S;6.4;22
227032;240025;7.5;2011;1;S;7.1;12
227032;240024;4.5;2010;2;S;5;22
227032;240022;6;2010;2;S;6.6;23
227032;240015;6;2010;1;N;3.3;42
227032;240015;6;2011;1;S;7.3;412
227034;240022;6;2010;2;S;7;31
227034;240012;6;2010;1;S;7.6;41
227034;240021;6;2010;2;S;6;33
227034;240011;6;2010;1;S;7;41
227034;240025;7.5;2010;2;S;6.5;31
227034;240023;6;2010;2;S;7.4;31
227034;240013;6;2010;1;S;6.7;41
227034;240024;4.5;2010;2;S;7.7;31
227034;240015;6;2010;1;S;6.6;41
227034;240014;6;2010;1;S;8;41
227036;240015;6;2010;2;N;3.9;32
227036;240012;6;2010;1;S;7;13
227036;240022;6;2011;1;S;6.8;10
227036;240025;7.5;2010;2;N;3.7;11
227036;240015;6;2010;1;N;1.5;13
227036;240013;6;2010;1;S;5.9;11
227036;240022;6;2010;2;N;3.6;11
227036;240023;6;2010;2;S;5;11
227036;240021;6;2011;1;S;7;20
227036;240011;6;2010;1;N;4.4;13
227036;240011;6;2010;2;S;6.1;32
227036;240014;6;2010;1;S;5.6;11
227036;240025;7.5;2011;1;S;6.1;22
227036;240024;4.5;2010;2;S;6;11
227036;240015;6;2011;1;S;8.3;122
227040;240011;6;2010;1;N;3;33
227040;240012;6;2010;1;N;3.6;33
227040;240013;6;2010;1;N;4.3;32
227040;240015;6;2010;1;N;1;33
227040;240014;6;2010;1;S;5.9;32
227045;240015;6;2010;2;N;0;22
227045;240012;6;2010;1;N;1;21
227045;240025;7.5;2010;2;N;0;41
227045;240012;6;2010;2;N;0;21
227045;240013;6;2010;2;N;0;20
227045;240021;6;2010;2;N;0;43
227045;240015;6;2010;1;N;1;21
227045;240013;6;2010;1;N;1.5;21
227045;240011;6;2010;1;N;0;21
227045;240011;6;2010;2;N;0;21
227045;240014;6;2010;2;N;0;21
227045;240014;6;2010;1;N;1.5;21
227047;240013;6;2010;1;S;7.2;21
227047;240021;6;2010;2;S;7;33
227047;240024;4.5;2010;2;S;10;33
227047;240022;6;2010;2;S;5.7;33
227047;240023;6;2010;2;S;6.8;31
227047;240011;6;2010;1;S;8;21
227047;240014;6;2010;1;S;7.7;21
227047;240025;7.5;2010;2;S;7.6;33
227047;240015;6;2010;1;S;5.8;21
227047;240012;6;2010;1;S;8;21
227048;240013;6;2010;1;S;6;21
227048;240024;4.5;2010;2;S;7.8;33
227048;240011;6;2010;1;S;5.5;21
227048;240023;6;2010;2;S;5.3;32
227048;240022;6;2010;2;S;7.5;33
227048;240014;6;2010;1;S;7.2;21
227048;240021;6;2010;2;S;6.1;33
227048;240015;6;2010;1;S;6.3;21
227048;240025;7.5;2010;2;S;5;33
227048;240012;6;2010;1;S;7.2;21
227057;240024;4.5;2010;2;S;5.4;13
227057;240023;6;2011;1;S;5;40
227057;240023;6;2010;2;N;3.7;12
227057;240013;6;2010;1;S;7;32
227057;240021;6;2010;2;N;4.2;12
227057;240022;6;2010;2;N;2.1;12
227057;240025;7.5;2010;2;S;5.2;12
227057;240011;6;2010;1;S;5.7;32
227057;240014;6;2010;1;S;6.5;32
227057;240012;6;2010;1;S;5.5;32
227057;240015;6;2010;1;S;7.9;32
227057;240022;6;2011;1;S;6.7;10
227057;240021;6;2011;1;S;6.2;10
227064;240025;7.5;2010;2;S;6.8;32
227064;240015;6;2010;1;S;8.5;11
227064;240012;6;2010;1;S;7.6;11
227064;240021;6;2010;2;S;7.5;32
227064;240022;6;2010;2;S;7.3;32
227064;240024;4.5;2010;2;S;8.6;32
227064;240013;6;2010;1;S;7.3;11
227064;240023;6;2010;2;S;8.2;32
227064;240011;6;2010;1;S;7;11
227064;240014;6;2010;1;S;9;11
227073;240023;6;2012;2;S;7;10
227073;240023;6;2011;2;N;2.2;20
227073;240013;6;2011;1;S;5;62
227073;240014;6;2012;1;S;5.2;20
227073;240015;6;2011;2;N;2.9;42
227073;240014;6;2011;1;N;1.2;62
227073;240023;6;2012;1;N;2.3;30
227073;240024;4.5;2011;2;N;3.3;70
227073;240022;6;2011;2;S;5;20
227073;240015;6;2012;1;S;7.8;23
227073;240021;6;2011;2;S;5.1;80
227073;240012;6;2011;1;S;5.5;62
227073;240024;4.5;2012;1;S;5.6;10
227073;240014;6;2011;2;N;2.6;10
227073;240011;6;2011;1;S;5;62
227073;240015;6;2011;1;N;1.3;622
227082;240025;7.5;2010;2;S;6.2;23
227082;240023;6;2010;2;S;5.4;21
227082;240022;6;2010;2;S;6.1;23
227082;240021;6;2010;2;S;6.2;23
227082;240015;6;2010;1;S;5.7;23
227082;240012;6;2010;1;S;6.3;23
227082;240024;4.5;2010;2;S;7.5;23
227082;240014;6;2010;1;S;6.6;21
