CODEX;CODASS;CREDITS;CURS;Q;APR;NF;GR
275219;240025;7.5;2013;2;S;7.4;62
275219;240022;6;2013;2;N;2.7;60
275219;240021;6;2013;2;N;4.8;60
275219;240011;6;2013;1;S;5;70
275219;240012;6;2013;1;S;5.1;70
275219;240014;6;2013;1;S;5.1;70
275219;240015;6;2013;2;S;7.6;12
275219;240021;6;2014;1;S;7;12
275219;240023;6;2014;1;S;5.2;20
275225;240011;6;2013;1;S;6.8;50
275225;240014;6;2013;1;S;7.4;50
275225;240024;4.5;2013;2;S;6.1;50
275225;240015;6;2013;1;S;7.2;52
275225;240012;6;2013;1;S;5;50
275225;240025;7.5;2013;2;S;7.2;52
275225;240023;6;2013;2;S;5.2;10
275225;240013;6;2013;1;S;6.7;50
275225;240021;6;2013;2;S;6.3;50
275225;240022;6;2013;2;S;5.5;50
275236;240014;6;2013;1;N;0;20
275236;240011;6;2013;1;N;0;20
275236;240013;6;2013;1;N;0;20
275236;240015;6;2013;1;N;0;22
275236;240012;6;2013;1;N;0;20
275244;240015;6;2013;2;N;3.5;23
275244;240012;6;2013;1;N;2.5;60
275244;240014;6;2013;2;S;5;20
275244;240014;6;2013;1;N;4.1;60
275244;240011;6;2013;1;N;0;60
275244;240025;7.5;2013;2;N;0.8;71
275244;240024;4.5;2013;2;N;2.4;80
275244;240015;6;2013;1;N;3;62
275244;240012;6;2013;2;N;4.1;20
275244;240013;6;2013;1;N;4.4;60
275244;240011;6;2013;2;N;2.2;30
275258;240022;6;2013;2;S;5.9;20
275258;240021;6;2013;2;S;6.1;20
275258;240024;4.5;2013;2;S;6;20
275258;240012;6;2013;1;S;7;20
275258;240025;7.5;2013;2;S;7;21
275258;240011;6;2013;1;S;5.2;20
275258;240015;6;2013;1;S;7.8;21
275258;240023;6;2013;2;S;7;20
275258;240014;6;2013;1;S;8;20
275258;240013;6;2013;1;S;7.6;20
275267;240023;6;2013;2;S;7.8;50
275267;240025;7.5;2013;2;S;5.7;52
275267;240021;6;2013;2;S;7.7;50
275267;240013;6;2013;1;S;8.3;70
275267;240024;4.5;2013;2;S;8.4;50
275267;240014;6;2013;1;S;8.4;70
275267;240015;6;2013;1;S;6.7;72
275267;240011;6;2013;1;S;5;70
275267;240012;6;2013;1;S;6.7;70
275267;240022;6;2013;2;S;7.1;50
275270;240015;6;2013;1;S;7.1;71
275270;240025;7.5;2013;2;S;9.7;71
275270;240024;4.5;2013;2;S;5;10
275270;240023;6;2013;2;S;5;10
275270;240022;6;2013;2;S;5;10
275270;240021;6;2013;2;S;7.1;10
275270;240011;6;2013;1;S;6.5;70
275270;240012;6;2013;1;S;5;70
275270;240014;6;2013;1;S;7.2;70
275270;240013;6;2013;1;S;6.5;70
275286;240012;6;2013;1;S;7;20
275286;240024;4.5;2013;2;S;6.9;20
275286;240015;6;2013;1;S;8.2;22
275286;240022;6;2013;2;S;6.9;20
275286;240014;6;2013;1;S;7.3;20
275286;240021;6;2013;2;S;8.7;20
275286;240011;6;2013;1;S;6.9;20
275286;240013;6;2013;1;S;7.4;20
275286;240025;7.5;2013;2;S;8.5;21
275286;240023;6;2013;2;S;5;20
275287;240014;6;2013;1;N;0;90
275287;240015;6;2013;1;N;0;92
275287;240011;6;2013;1;N;0;90
275287;240012;6;2013;1;N;0;90
275287;240013;6;2013;1;N;0;90
275297;240011;6;2013;1;N;0;50
275297;240015;6;2013;1;S;10;52
275297;240013;6;2013;1;S;6.7;50
275297;240023;6;2013;2;S;5.1;60
275297;240011;6;2014;1;S;7.2;70
275297;240014;6;2013;1;S;6.3;50
275297;240024;4.5;2013;2;S;6;60
275297;240012;6;2013;1;N;4.5;50
275297;240011;6;2013;2;N;4.3;10
275297;240025;7.5;2013;2;S;6.6;62
275297;240012;6;2013;2;S;6;10
275297;240021;6;2014;1;S;6.6;20
275297;240022;6;2014;1;N;3.2;20
275297;240022;6;2014;2;S;6.5;80
275304;240024;4.5;2013;2;N;3.7;10
275304;240023;6;2013;2;S;5.1;10
275304;240011;6;2013;1;S;5.5;40
275304;240012;6;2013;1;S;5.7;40
275304;240022;6;2014;1;S;5;20
275304;240025;7.5;2013;2;S;6.8;12
275304;240022;6;2013;2;N;4.1;10
275304;240021;6;2013;2;N;4.5;10
275304;240021;6;2014;1;S;6.2;11
275304;240014;6;2013;1;S;7.2;40
275304;240015;6;2013;1;S;7.7;42
275304;240024;4.5;2014;1;S;8;10
275304;240013;6;2013;1;S;6.9;40
275319;240011;6;2013;1;S;7;50
275319;240025;7.5;2013;2;S;8.9;51
275319;240023;6;2013;2;S;5.8;50
275319;240012;6;2013;1;S;7.6;50
275319;240013;6;2013;1;S;8.8;50
275319;240024;4.5;2013;2;S;5.8;50
275319;240021;6;2013;2;S;8;50
275319;240015;6;2013;1;S;8.2;53
275319;240022;6;2013;2;S;7.4;50
275319;240014;6;2013;1;S;9.2;50
275345;240014;6;2013;1;S;6;60
275345;240025;7.5;2013;2;S;6.1;61
275345;240021;6;2013;2;N;3;30
275345;240024;4.5;2014;1;S;5;20
275345;240012;6;2013;1;S;5;60
275345;240024;4.5;2013;2;N;2.4;40
275345;240022;6;2014;1;N;3.4;20
275345;240023;6;2014;1;N;4.8;20
275345;240015;6;2013;1;S;7.6;61
275345;240022;6;2013;2;N;3.4;10
275345;240013;6;2013;1;S;6.8;60
275345;240011;6;2013;2;S;5.1;10
275345;240022;6;2014;2;S;5;50
275345;240011;6;2013;1;N;2.3;60
275345;240023;6;2013;2;N;1.2;10
275345;240021;6;2014;1;S;6.1;20
275345;240023;6;2014;2;S;5;70
275347;240013;6;2013;1;N;2.9;100
275347;240014;6;2013;1;N;2.9;100
275347;240013;6;2013;2;N;0;10
275347;240012;6;2013;2;N;0;10
275347;240011;6;2013;2;N;1.2;10
275347;240015;6;2013;2;N;0.1;12
275347;240011;6;2013;1;N;1.9;100
275347;240014;6;2013;2;N;0;10
275347;240012;6;2013;1;N;2.5;100
275347;240015;6;2013;1;N;0;101
275350;240023;6;2013;2;S;6.8;10
275350;240015;6;2013;1;S;10;42
275350;240021;6;2013;2;S;9.4;10
275350;240012;6;2013;1;S;10;40
275350;240013;6;2013;1;S;7.9;40
275350;240025;7.5;2013;2;S;9.7;12
275350;240022;6;2013;2;S;7;10
275350;240011;6;2013;1;S;7.9;40
275350;240014;6;2013;1;S;9.5;40
275350;240024;4.5;2013;2;S;9;10
275367;240015;6;2013;1;N;0.8;61
275367;240025;7.5;2013;2;N;1.2;81
275367;240015;6;2013;2;N;2.6;11
275367;240023;6;2013;2;N;1.6;80
275367;240024;4.5;2013;2;S;6;80
275367;240011;6;2013;1;N;3.3;60
275367;240014;6;2013;1;S;5.9;60
275367;240012;6;2013;2;S;5;10
275367;240013;6;2013;1;N;3.8;60
275367;240011;6;2013;2;N;2.7;10
275367;240013;6;2013;2;N;4.4;10
275367;240012;6;2013;1;N;3.2;60
275368;240023;6;2014;1;S;6;30
275368;240022;6;2014;1;S;5.9;11
275368;240024;4.5;2014;1;N;4.4;20
275368;240014;6;2013;1;S;5.4;60
275368;240013;6;2013;2;S;6.2;10
275368;240021;6;2014;1;S;6;20
275368;240024;4.5;2014;2;S;5.1;80
275368;240013;6;2013;1;N;3.4;60
275368;240011;6;2013;1;N;2.8;60
275368;240011;6;2013;2;S;5.7;10
275368;240021;6;2013;2;N;3.3;60
275368;240012;6;2013;1;N;4.1;60
275368;240025;7.5;2013;2;S;5.9;62
275368;240012;6;2013;2;N;4.4;10
275368;240015;6;2013;1;S;6.4;62
275368;240012;6;2014;2;S;5;10
275372;240011;6;2013;1;S;5.8;70
275372;240014;6;2013;1;S;7;70
275372;240015;6;2013;1;S;6.8;71
275372;240021;6;2013;2;S;9;10
275372;240023;6;2013;2;S;5.3;10
275372;240024;4.5;2013;2;S;5;10
275372;240022;6;2013;2;S;6.7;10
275372;240013;6;2013;1;S;7.9;70
275372;240025;7.5;2013;2;S;8;11
275372;240012;6;2013;1;S;6.4;70
275374;240015;6;2013;1;N;3.5;81
275374;240012;6;2013;1;S;5.1;80
275374;240025;7.5;2013;2;S;6.3;81
275374;240024;4.5;2013;2;S;5;80
275374;240011;6;2013;1;N;3.7;80
275374;240014;6;2013;1;S;6.8;80
275374;240015;6;2013;2;S;7;11
275374;240013;6;2013;1;N;3.6;80
275374;240022;6;2013;2;S;5.2;80
275374;240011;6;2013;2;N;4.1;10
275374;240013;6;2013;2;S;5;10
275374;240023;6;2014;1;S;5;20
275374;240011;6;2014;1;S;7.3;100
275374;240021;6;2014;1;S;5.6;11
275382;240011;6;2013;1;N;2.5;80
275382;240012;6;2013;1;N;3.3;80
275382;240014;6;2013;1;N;3.1;80
275382;240023;6;2014;1;N;1.5;30
275382;240024;4.5;2014;1;S;5.9;10
275382;240014;6;2014;1;S;5.7;90
275382;240014;6;2013;2;N;4.2;10
275382;240022;6;2014;1;N;2.7;11
275382;240023;6;2014;2;N;2.9;80
275382;240021;6;2014;1;N;2.7;11
275382;240015;6;2013;1;S;5;81
275382;240011;6;2013;2;N;4;10
275382;240024;4.5;2013;2;N;3;60
275382;240021;6;2014;2;S;5.4;70
275382;240013;6;2013;1;S;5.9;80
275382;240025;7.5;2014;1;S;6.4;32
275382;240021;6;2013;2;N;2.1;60
275382;240022;6;2013;2;N;3.9;60
275382;240012;6;2013;2;S;5;10
275382;240022;6;2014;2;N;3.5;80
275391;240025;7.5;2013;2;S;7.9;11
275391;240022;6;2013;2;S;5.1;10
275391;240024;4.5;2013;2;S;5.7;10
275391;240012;6;2013;1;S;5.8;70
275391;240014;6;2013;1;S;6.7;70
275391;240015;6;2013;1;S;6.3;71
275391;240013;6;2013;1;S;7.5;70
275391;240023;6;2013;2;S;5;10
275391;240021;6;2013;2;S;7;10
275391;240011;6;2013;1;S;6.5;70
275397;240024;4.5;2013;2;N;3.9;50
275397;240014;6;2013;2;S;6.7;20
275397;240011;6;2013;2;S;5;10
275397;240014;6;2013;1;N;4;50
275397;240015;6;2013;1;S;7.2;52
275397;240013;6;2013;1;S;5;50
275397;240025;7.5;2013;2;N;3.1;81
275397;240012;6;2013;1;N;4.4;50
275397;240012;6;2013;2;S;5.1;20
275397;240022;6;2013;2;N;1.2;60
275397;240011;6;2013;1;N;1.6;50
275411;240023;6;2014;1;N;1.7;30
275411;240011;6;2014;1;S;6.1;10
275411;240012;6;2013;1;N;4.5;40
275411;240015;6;2013;2;S;7;12
275411;240022;6;2014;1;N;0.9;30
275411;240021;6;2014;1;S;5.8;30
275411;240013;6;2014;1;S;5;90
275411;240025;7.5;2014;1;S;5;31
275411;240024;4.5;2013;2;S;5;80
275411;240011;6;2013;1;N;3.6;40
275411;240014;6;2013;1;S;5.3;40
275411;240015;6;2013;1;N;4.1;43
275411;240013;6;2013;1;N;3.7;40
275411;240013;6;2013;2;N;3.3;10
275411;240012;6;2013;2;S;5.4;10
275411;240023;6;2014;2;S;7.2;30
275411;240011;6;2013;2;N;4;10
275411;240021;6;2013;2;N;1.2;20
275411;240022;6;2014;2;S;6.2;80
275412;240025;7.5;2013;2;S;6.8;11
275412;240024;4.5;2013;2;S;6.8;10
275412;240023;6;2013;2;S;5;10
275412;240014;6;2013;1;S;7.1;20
275412;240013;6;2013;1;S;8;20
275412;240021;6;2013;2;S;7.7;10
275412;240022;6;2013;2;S;5;10
275412;240011;6;2013;1;S;7.1;20
275412;240015;6;2013;1;S;7;23
275412;240012;6;2013;1;S;5.8;20
275430;240014;6;2013;1;S;9.2;90
275430;240022;6;2013;2;S;8;
275430;240023;6;2014;1;S;7.4;10
275430;240011;6;2013;1;S;7.8;
275430;240024;4.5;2013;2;S;6.8;70
275430;240021;6;2013;2;S;8.2;
275430;240013;6;2013;1;S;8.8;90
275430;240015;6;2013;1;S;7.4;
275430;240012;6;2013;1;S;5.9;
275430;240025;7.5;2014;1;S;8.7;31
275466;240011;6;2013;1;S;7.1;20
275466;240024;4.5;2013;2;S;6.4;10
275466;240012;6;2013;1;S;8.7;20
275466;240025;7.5;2013;2;S;7.3;11
275466;240022;6;2013;2;S;6.5;10
275466;240023;6;2013;2;S;6.6;10
275466;240014;6;2013;1;S;6.7;20
275466;240015;6;2013;1;S;6.5;21
275466;240013;6;2013;1;S;7.9;20
275466;240021;6;2013;2;S;8.3;10
275472;240014;6;2013;1;S;7.4;40
275472;240025;7.5;2013;2;N;1.7;42
275472;240022;6;2013;2;N;4.4;40
275472;240024;4.5;2013;2;S;5.2;60
275472;240023;6;2013;2;N;3.5;80
275472;240025;7.5;2014;1;S;5.2;22
275472;240015;6;2013;1;S;6.5;42
275472;240022;6;2014;1;S;5;20
275472;240021;6;2013;2;N;4.4;40
275472;240011;6;2013;1;S;5;40
275472;240012;6;2013;2;S;6;30
275472;240021;6;2014;1;S;8.3;20
275472;240012;6;2013;1;N;4.1;40
275472;240013;6;2013;1;S;5.9;40
275472;240023;6;2014;1;S;7;20
275482;240014;6;2013;1;N;0;90
275482;240022;6;2014;1;S;5.7;11
275482;240025;7.5;2014;2;S;6.2;11
275482;240013;6;2013;2;S;5;30
275482;240015;6;2013;2;N;0.3;23
275482;240023;6;2014;1;N;2.4;30
275482;240015;6;2014;1;S;5.2;101
275482;240012;6;2013;1;N;0.9;90
275482;240024;4.5;2014;2;S;5.5;80
275482;240023;6;2014;2;S;5.4;70
275482;240012;6;2013;2;S;6.3;30
275482;240021;6;2014;2;S;5.7;80
275482;240011;6;2013;2;S;5.5;30
275482;240015;6;2013;1;N;0;91
275482;240014;6;2014;1;S;5.3;40
275482;240011;6;2013;1;N;2.1;90
275482;240013;6;2013;1;N;4.3;90
275486;240011;6;2013;1;S;6.4;60
275486;240012;6;2013;1;S;7.4;60
275486;240022;6;2013;2;S;5;40
275486;240015;6;2013;1;S;8.5;62
275486;240025;7.5;2013;2;S;7.9;41
275486;240023;6;2013;2;S;6.2;40
275486;240021;6;2013;2;S;8;40
275486;240014;6;2013;1;S;6.6;60
275486;240013;6;2013;1;S;6.5;60
275486;240024;4.5;2013;2;S;5;40
275498;240014;6;2013;1;S;6.4;40
275498;240015;6;2013;1;S;6.7;42
275498;240025;7.5;2013;2;S;6.9;21
275498;240011;6;2013;1;S;5.4;40
275498;240024;4.5;2013;2;S;5;10
275498;240012;6;2013;1;S;5.7;40
275498;240022;6;2013;2;S;6.5;10
275498;240023;6;2013;2;S;5.1;10
275498;240021;6;2013;2;N;3.6;10
275498;240013;6;2013;1;S;7.3;40
275498;240021;6;2014;1;S;7.4;11
275509;240012;6;2013;1;S;8;20
275509;240015;6;2013;1;S;9;21
275509;240022;6;2013;2;S;8;50
275509;240013;6;2013;1;S;8.1;20
275509;240011;6;2013;1;S;7.4;20
275509;240024;4.5;2013;2;S;8.1;50
275509;240021;6;2013;2;S;7.8;50
275509;240025;7.5;2013;2;S;9.3;52
275509;240023;6;2013;2;S;8;50
275509;240014;6;2013;1;S;8.4;20
275519;240014;6;2013;1;S;9;10
275519;240015;6;2013;1;S;9;12
275519;240012;6;2013;1;S;8.4;10
275519;240025;7.5;2013;2;S;9.9;11
275519;240013;6;2013;1;S;7.2;10
275519;240011;6;2013;1;S;7.6;10
275519;240023;6;2013;2;S;7.1;10
275519;240022;6;2013;2;S;7.4;10
275519;240024;4.5;2013;2;S;7.9;10
275519;240021;6;2013;2;S;8.2;10
275525;240021;6;2014;1;N;3.7;20
275525;240015;6;2013;2;S;6.5;23
275525;240025;7.5;2014;1;S;6;31
275525;240013;6;2013;1;S;5;50
275525;240023;6;2014;1;N;3.6;30
275525;240022;6;2014;2;S;5;50
275525;240024;4.5;2013;2;S;6;80
275525;240023;6;2014;2;S;7;50
275525;240011;6;2013;1;N;2.5;50
275525;240014;6;2013;1;S;6;50
275525;240025;7.5;2013;2;N;4.6;81
275525;240012;6;2013;2;S;6.4;20
275525;240023;6;2013;2;N;3.5;80
275525;240011;6;2014;1;S;6;50
275525;240012;6;2013;1;N;2.5;50
275525;240011;6;2013;2;N;4;20
275525;240022;6;2014;1;N;1.9;20
275525;240021;6;2014;2;S;5.5;50
275525;240015;6;2013;1;N;4.7;51
275545;240022;6;2013;1;N;0;30
275575;240015;6;2013;1;N;3.7;62
275575;240013;6;2013;1;N;4;60
275575;240012;6;2014;1;N;4.2;10
275575;240023;6;2014;1;S;5.2;30
275575;240012;6;2013;1;N;3.5;60
275575;240025;7.5;2013;2;S;5.1;82
275575;240024;4.5;2013;2;S;6;70
275575;240013;6;2014;1;S;5.6;60
275575;240012;6;2014;2;S;5.3;20
275575;240012;6;2013;2;N;3.4;20
275575;240013;6;2013;2;N;4.4;20
275575;240015;6;2013;2;S;5.6;23
275575;240021;6;2014;2;S;6.3;80
275575;240022;6;2014;1;N;1.4;12
275575;240021;6;2014;1;N;4;12
275575;240011;6;2013;1;S;5;60
275575;240022;6;2014;2;S;7;70
275575;240014;6;2013;1;S;5;60
275597;240011;6;2013;1;S;8.1;40
275597;240023;6;2013;2;S;5.4;40
275597;240013;6;2013;1;S;6.7;40
275597;240024;4.5;2013;2;S;5;40
275597;240012;6;2013;1;S;5.5;40
275597;240025;7.5;2013;2;S;6.1;41
275597;240015;6;2013;1;S;5.6;42
275597;240014;6;2013;1;S;7.3;40
275597;240022;6;2013;2;S;6.2;40
275597;240021;6;2013;2;S;6.8;40
275603;240014;6;2013;1;S;6.9;40
275603;240023;6;2014;1;S;5;10
275603;240022;6;2013;2;S;5;60
275603;240012;6;2013;1;N;4.3;40
275603;240025;7.5;2013;2;S;5.6;61
275603;240015;6;2013;1;S;5.4;43
275603;240024;4.5;2013;2;N;3.2;60
275603;240024;4.5;2014;1;S;5;20
275603;240011;6;2013;1;N;3.7;40
275603;240013;6;2013;1;S;6;40
275603;240012;6;2013;2;S;5.7;10
275603;240023;6;2013;2;N;1.7;60
275603;240011;6;2013;2;S;6.4;20
275603;240021;6;2013;2;S;5.1;60
275604;240022;6;2013;2;S;5.4;60
275604;240023;6;2013;2;S;5;60
275604;240011;6;2013;1;S;5;80
275604;240014;6;2013;1;S;6.3;80
275604;240024;4.5;2013;2;S;5;60
275604;240015;6;2013;1;S;5.9;81
275604;240013;6;2013;1;S;5.1;80
275604;240012;6;2013;1;S;5;80
275604;240021;6;2013;2;S;6.3;60
275604;240025;7.5;2013;2;S;5.1;32
275616;240014;6;2013;1;S;5.1;60
275616;240011;6;2013;2;S;5.7;10
275616;240011;6;2013;1;N;4.5;60
275616;240012;6;2013;2;S;7;20
275616;240021;6;2014;1;S;6.9;11
275616;240024;4.5;2013;2;S;9;80
275616;240023;6;2014;1;S;8;20
275616;240025;7.5;2014;1;S;6.8;22
275616;240015;6;2013;1;N;4.3;61
275616;240013;6;2013;1;N;3.8;60
275616;240022;6;2013;2;S;5.4;70
275616;240015;6;2013;2;S;10;23
275616;240013;6;2013;2;S;5.9;10
275616;240012;6;2013;1;N;4.3;60
275624;240021;6;2013;2;S;6.7;40
275624;240023;6;2014;1;S;5;10
275624;240014;6;2013;1;S;6.2;40
275624;240012;6;2013;1;S;5.6;40
275624;240025;7.5;2013;2;S;6.3;41
275624;240022;6;2014;1;S;5.1;20
275624;240011;6;2013;1;S;5;40
275624;240013;6;2013;1;S;6.9;40
275624;240023;6;2013;2;N;4.7;40
275624;240022;6;2013;2;N;3.4;40
275624;240015;6;2013;1;S;8.4;41
275624;240024;4.5;2013;2;S;6.3;40
275627;240015;6;2013;1;S;6.1;101
275627;240021;6;2013;2;S;6.3;20
275627;240014;6;2013;1;N;4.5;100
275627;240014;6;2013;2;S;7.4;20
275627;240025;7.5;2013;1;S;5;32
275640;240024;4.5;2013;2;S;7;60
275640;240012;6;2013;1;S;5.1;100
275640;240022;6;2013;2;S;5.1;60
275640;240011;6;2013;1;N;4.4;100
275640;240025;7.5;2013;2;S;5.2;61
275640;240013;6;2013;1;S;6.4;100
275640;240021;6;2013;2;S;5;60
275640;240014;6;2013;1;S;5.9;100
275640;240011;6;2014;1;S;7;90
275640;240015;6;2013;1;S;6.5;102
275640;240023;6;2014;1;S;5;30
275640;240023;6;2013;2;N;3.6;60
275652;240025;7.5;2014;1;N;1.3;32
275652;240011;6;2013;1;N;0;80
275652;240013;6;2013;1;N;3.5;80
275652;240025;7.5;2013;2;N;2.6;81
275652;240014;6;2013;1;S;5;80
275652;240013;6;2013;2;N;2.8;20
275652;240015;6;2013;1;S;6.1;81
275652;240013;6;2014;1;N;1.5;50
275652;240012;6;2013;1;N;0.7;80
275652;240012;6;2013;2;N;1.8;20
275652;240011;6;2013;2;N;3;20
275652;240011;6;2014;1;N;1;20
275652;240012;6;2014;1;N;0.3;20
275659;240012;6;2013;1;S;5;70
275659;240015;6;2013;1;S;6.7;71
275659;240023;6;2013;2;S;6.3;20
275659;240021;6;2013;2;S;7;20
275659;240014;6;2013;1;S;6;70
275659;240024;4.5;2013;2;S;5.1;20
275659;240013;6;2013;1;S;6.7;70
275659;240025;7.5;2013;2;S;7.4;21
275659;240022;6;2013;2;S;5.2;20
275659;240011;6;2013;1;S;6.6;70
275674;240015;6;2013;1;N;3.2;82
275674;240024;4.5;2013;2;S;6;80
275674;240023;6;2013;2;N;4.2;80
275674;240023;6;2014;1;S;5;10
275674;240022;6;2014;1;S;5.6;12
275674;240014;6;2013;1;S;6.5;80
275674;240022;6;2013;2;N;3.6;80
275674;240013;6;2013;1;S;5.9;80
275674;240025;7.5;2013;2;S;5.2;82
275674;240011;6;2013;1;S;5.3;80
275674;240012;6;2013;1;S;5;80
275674;240015;6;2013;2;S;7.1;12
275674;240021;6;2013;2;N;4;80
275674;240021;6;2014;1;S;6.1;12
275676;240012;6;2013;1;S;6.5;80
275676;240014;6;2013;1;S;6.1;80
275676;240025;7.5;2013;2;S;6.2;22
275676;240022;6;2013;2;S;6.2;20
275676;240011;6;2013;2;S;5.1;30
275676;240023;6;2013;2;S;5;20
275676;240011;6;2013;1;N;4.2;80
275676;240013;6;2013;1;S;5.4;80
275676;240021;6;2013;2;S;6.2;20
275676;240015;6;2013;1;S;8.3;82
275676;240024;4.5;2013;2;S;5;20
275679;240025;7.5;2014;1;S;8;12
275679;240014;6;2013;1;S;7.8;100
275679;240025;7.5;2013;2;N;3;32
275679;240021;6;2013;2;N;4.4;30
275679;240021;6;2014;1;S;6.2;11
275679;240011;6;2013;1;S;5;100
275679;240015;6;2013;1;S;6;102
275689;240011;6;2013;2;N;3.3;10
275689;240022;6;2014;1;S;5;12
275689;240014;6;2013;1;N;4.4;80
275689;240024;4.5;2014;1;N;4.1;10
275689;240015;6;2013;1;S;6.5;82
275689;240013;6;2013;1;N;3.8;80
275689;240022;6;2013;2;N;1.2;60
275689;240012;6;2013;2;S;5.7;10
275689;240011;6;2014;1;S;6.3;10
275689;240023;6;2014;1;S;5.1;10
275689;240011;6;2013;1;N;2.9;80
275689;240014;6;2013;2;S;8.4;10
275689;240024;4.5;2014;2;S;5.2;80
275689;240012;6;2013;1;N;4.1;80
275689;240025;7.5;2013;2;S;5.4;81
275689;240013;6;2013;2;S;5.2;10
275689;240021;6;2014;1;S;5;12
275698;240024;4.5;2014;1;S;6.8;20
275698;240012;6;2013;1;S;5.1;50
275698;240021;6;2014;1;S;5.7;20
275698;240014;6;2013;1;S;5.9;50
275698;240022;6;2013;2;S;5;50
275698;240011;6;2013;2;N;4.6;10
275698;240024;4.5;2013;2;N;4.2;50
275698;240023;6;2013;2;S;5.2;80
275698;240025;7.5;2013;2;S;6.5;52
275698;240011;6;2014;1;S;6.6;10
275698;240011;6;2013;1;N;3;50
275698;240015;6;2013;1;S;5;53
275698;240013;6;2013;1;S;5.1;50
275726;240014;6;2013;1;S;8.2;50
275726;240024;4.5;2013;2;N;2.8;40
275726;240025;7.5;2013;2;S;5.5;42
275726;240022;6;2013;2;S;5.4;40
275726;240024;4.5;2014;1;S;6.3;10
275726;240013;6;2013;1;S;5.1;50
275726;240023;6;2013;2;N;3.8;40
275726;240021;6;2013;2;N;4.8;40
275726;240015;6;2013;1;S;5.6;53
275726;240011;6;2013;2;S;5.5;10
275726;240023;6;2014;1;S;6.2;10
275726;240011;6;2013;1;N;3.9;50
275726;240012;6;2013;1;S;5.1;50
275726;240021;6;2014;1;S;5;11
275735;240023;6;2013;2;S;6.4;40
275735;240012;6;2013;1;S;7;50
275735;240024;4.5;2013;2;S;5;40
275735;240013;6;2013;1;S;7.6;50
275735;240025;7.5;2013;2;S;5.5;41
275735;240011;6;2013;1;S;6.8;50
275735;240014;6;2013;1;S;8.7;50
275735;240022;6;2013;2;S;5.7;40
275735;240015;6;2013;1;S;6.3;53
275735;240021;6;2013;2;S;6.2;40
275739;240012;6;2013;1;S;7;20
275739;240023;6;2013;2;S;5;10
275739;240011;6;2013;1;S;5.4;20
275739;240013;6;2013;1;S;5.9;20
275739;240022;6;2013;2;S;5;10
275739;240015;6;2013;1;S;6.6;22
275739;240014;6;2013;1;S;7.8;20
275739;240025;7.5;2013;2;S;5.7;12
275739;240024;4.5;2013;2;S;6;10
275739;240021;6;2013;2;S;6.4;10
275742;240011;6;2014;1;S;5;70
275742;240015;6;2014;1;S;5.6;21
275742;240014;6;2014;1;S;5.3;20
275742;240021;6;2014;1;S;5.8;20
275742;240025;7.5;2014;1;S;5.5;41
275742;240022;6;2014;1;S;5.4;20
275742;240023;6;2014;1;S;5;20
275742;240012;6;2014;1;S;6.2;30
275742;240013;6;2014;1;S;5.3;61
275742;240024;4.5;2014;1;S;5.4;10
275748;240015;6;2013;1;N;4.2;23
275748;240015;6;2013;2;S;5.4;22
275748;240013;6;2013;1;S;7.5;20
275748;240025;7.5;2013;2;S;5;22
275748;240011;6;2013;1;S;6.4;20
275748;240012;6;2013;1;S;5.1;20
275748;240022;6;2013;2;S;5.6;20
275748;240014;6;2013;1;S;6.8;20
275748;240024;4.5;2013;2;S;7.7;20
275748;240023;6;2013;2;S;5;20
275748;240021;6;2013;2;S;7.5;20
275778;240022;6;2013;2;N;2.5;40
275778;240012;6;2013;1;S;5;60
275778;240022;6;2014;1;S;7.3;20
275778;240025;7.5;2013;2;S;5.2;41
275778;240024;4.5;2013;2;S;5.5;40
275778;240021;6;2014;1;S;6.8;20
275778;240021;6;2013;2;N;3.5;40
275778;240011;6;2013;1;S;5.2;60
275778;240014;6;2013;1;S;7.2;60
275778;240015;6;2013;1;S;7.2;62
275778;240013;6;2013;1;S;6.5;60
275778;240023;6;2013;2;S;5;40
275884;240014;6;2013;1;S;5.6;20
275884;240024;4.5;2013;2;N;0;20
275884;240021;6;2014;1;S;6.8;20
275884;240011;6;2013;1;S;5;20
275884;240021;6;2013;2;N;3.4;20
275884;240025;7.5;2013;2;S;5.2;71
275884;240012;6;2014;1;S;7.5;50
275884;240012;6;2013;1;N;4.6;20
275884;240022;6;2013;2;N;3.7;20
275884;240024;4.5;2014;1;S;6.6;20
275884;240022;6;2014;1;S;5;20
275884;240015;6;2013;1;N;3.8;23
275884;240023;6;2013;2;S;5;20
275884;240013;6;2013;1;S;6.3;20
275884;240015;6;2013;2;S;5;22
275904;240014;6;2013;2;S;5;20
275904;240025;7.5;2014;2;S;7.2;21
275904;240025;7.5;2014;1;N;4.1;31
275904;240025;7.5;2013;2;N;4.1;52
275904;240021;6;2014;2;S;5;30
275904;240012;6;2013;1;N;3.3;20
275904;240013;6;2013;1;S;5.1;20
275904;240015;6;2013;2;N;3;22
275904;240023;6;2014;1;S;5;20
275904;240014;6;2013;1;N;3.3;20
275904;240024;4.5;2014;2;S;6.7;70
275904;240011;6;2013;1;N;3.4;20
275904;240023;6;2013;2;N;4;20
275904;240024;4.5;2013;2;N;3.2;20
275904;240011;6;2014;1;S;5;50
275904;240015;6;2014;1;S;6.1;42
275904;240015;6;2013;1;N;0;21
275904;240012;6;2013;2;N;4.3;10
275904;240011;6;2013;2;N;3.2;20
275904;240012;6;2014;1;S;6.2;50
